,Generation,Father,Mother
0,0,13,10
1,1,13,9
2,2,13,9
3,3,13,12
4,4,13,10
5,5,13,11
6,6,13,7
7,7,13,9
8,8,13,12
9,9,13,12
10,10,13,13
11,11,15,13
12,12,15,13
13,13,15,13
14,14,15,15
15,15,16,15
16,16,16,16
17,17,16,15
18,18,16,16
19,19,16,16
20,20,16,13
21,21,16,13
22,22,16,13
23,23,16,12
24,24,16,15
25,25,16,15
26,26,16,13
27,27,16,16
28,28,16,16
29,29,16,16
30,30,16,16
31,31,16,13
32,32,16,16
33,33,16,16
34,34,16,13
35,35,16,15
36,36,16,16
37,37,16,16
38,38,16,15
39,39,16,15
40,40,16,15
41,41,16,13
42,42,16,15
43,43,16,16
44,44,16,13
45,45,16,15
46,46,16,16
47,47,16,16
48,48,16,15
49,49,16,15
50,50,16,12
51,51,16,16
52,52,16,16
53,53,16,16
54,54,16,12
55,55,16,9
56,56,16,12
57,57,16,9
58,58,16,15
59,59,16,16
60,60,16,15
61,61,16,16
62,62,16,15
63,63,16,15
64,64,16,15
65,65,16,13
66,66,16,15
67,67,16,16
68,68,16,16
69,69,16,13
70,70,16,12
71,71,16,12
72,72,16,16
73,73,16,13
74,74,16,15
75,75,16,16
76,76,16,15
77,77,16,15
78,78,16,11
79,79,16,13
80,80,16,14
81,81,16,16
82,82,16,15
83,83,16,16
84,84,16,16
85,85,16,12
86,86,16,11
87,87,16,15
88,88,16,15
89,89,16,15
90,90,16,15
91,91,16,15
92,92,16,8
93,93,16,14
94,94,16,14
95,95,16,15
96,96,16,16
97,97,16,16
98,98,16,15
99,99,16,12
100,100,16,12
101,101,16,15
102,102,16,13
103,103,16,13
104,104,16,15
105,105,16,15
106,106,16,12
107,107,16,15
108,108,16,13
109,109,16,13
110,110,16,16
111,111,16,16
112,112,16,16
113,113,16,16
114,114,16,15
115,115,16,15
116,116,16,15
117,117,16,16
118,118,16,8
119,119,16,16
120,120,16,16
121,121,16,11
122,122,16,12
123,123,16,15
124,124,16,16
125,125,16,16
126,126,16,15
127,127,16,15
128,128,16,15
129,129,16,10
130,130,16,16
131,131,16,16
132,132,16,15
133,133,16,14
134,134,16,15
135,135,16,15
136,136,16,12
137,137,16,15
138,138,16,15
139,139,16,16
140,140,16,12
141,141,16,15
142,142,16,16
143,143,16,10
144,144,16,12
145,145,16,13
146,146,16,12
147,147,16,13
148,148,16,15
149,149,16,16
150,150,16,16
151,151,16,15
152,152,16,12
153,153,16,11
154,154,16,15
155,155,16,11
156,156,16,15
157,157,16,13
158,158,16,12
159,159,16,12
160,160,16,15
161,161,16,15
162,162,16,16
163,163,16,12
164,164,16,15
165,165,16,15
