,Generation,Father,Mother
0,0,15,14
1,1,16,15
2,2,16,13
3,3,16,16
4,4,16,13
5,5,16,13
6,6,16,16
7,7,16,16
8,8,16,13
9,9,16,13
10,10,16,14
11,11,16,16
12,12,16,11
13,13,16,13
14,14,16,15
15,15,16,13
16,16,16,13
17,17,16,13
18,18,16,11
19,19,16,15
20,20,16,16
21,21,16,16
22,22,16,16
23,23,16,12
24,24,16,16
25,25,16,14
26,26,16,12
27,27,16,13
28,28,16,13
29,29,16,13
30,30,16,13
31,31,16,16
32,32,16,16
33,33,16,16
34,34,16,13
35,35,16,16
36,36,16,14
37,37,16,16
38,38,16,12
39,39,16,16
40,40,16,13
41,41,16,13
42,42,16,15
43,43,16,15
44,44,16,16
45,45,16,13
46,46,16,14
47,47,16,13
48,48,16,12
49,49,16,15
50,50,16,16
51,51,16,13
