,Generation,Father,Mother
0,0,7,5
1,1,7,6
2,2,8,8
3,3,8,7
4,4,8,8
5,5,10,8
6,6,10,7
7,7,15,10
8,8,15,9
9,9,15,10
10,10,15,10
11,11,15,13
12,12,15,11
13,13,15,8
14,14,15,15
15,15,15,8
16,16,15,8
17,17,15,11
18,18,15,15
19,19,15,12
20,20,15,8
21,21,15,10
22,22,15,10
23,23,15,12
24,24,15,12
25,25,16,15
26,26,16,15
27,27,16,15
28,28,16,15
29,29,16,8
30,30,16,12
31,31,16,12
32,32,16,15
33,33,16,13
34,34,16,10
35,35,16,10
36,36,16,15
37,37,16,15
38,38,16,11
39,39,16,13
40,40,16,15
41,41,16,12
42,42,16,12
43,43,16,10
44,44,16,9
45,45,16,9
46,46,16,12
47,47,16,10
48,48,16,11
49,49,16,12
50,50,16,12
51,51,16,15
52,52,16,10
53,53,16,8
54,54,16,11
55,55,16,13
56,56,16,11
57,57,16,11
58,58,16,12
59,59,16,12
60,60,16,12
61,61,16,9
62,62,16,12
63,63,16,12
64,64,16,11
65,65,16,12
66,66,16,10
67,67,16,10
68,68,16,13
69,69,16,15
70,70,16,12
71,71,16,11
72,72,16,16
73,73,16,10
74,74,16,12
75,75,16,12
