,Generation,Father,Mother
0,0,12,10
1,1,12,12
2,2,12,12
3,3,12,11
4,4,12,11
5,5,12,10
6,6,12,12
7,7,13,12
8,8,13,13
9,9,14,13
10,10,14,14
11,11,14,11
12,12,14,9
13,13,14,10
14,14,14,14
15,15,14,14
16,16,14,13
17,17,14,13
18,18,14,13
19,19,14,11
20,20,14,14
21,21,14,14
22,22,14,9
23,23,14,13
24,24,14,14
25,25,15,14
26,26,15,14
27,27,15,13
28,28,15,13
29,29,15,15
30,30,15,13
31,31,15,13
32,32,15,15
33,33,15,11
34,34,15,12
35,35,15,12
36,36,15,12
37,37,15,10
38,38,15,12
39,39,15,12
40,40,16,15
41,41,16,9
42,42,16,16
43,43,16,13
44,44,16,16
45,45,16,13
46,46,16,16
47,47,16,16
48,48,16,13
49,49,16,10
50,50,16,16
51,51,16,16
52,52,16,10
53,53,16,12
54,54,16,12
55,55,16,16
56,56,16,16
57,57,16,16
58,58,16,10
59,59,16,16
60,60,16,12
61,61,16,16
62,62,16,16
63,63,16,16
64,64,16,16
65,65,16,16
66,66,16,16
67,67,16,13
68,68,16,15
69,69,16,16
70,70,16,10
