,Generation,Father,Mother
0,0,15,9
1,1,15,11
2,2,15,11
3,3,15,15
4,4,15,15
5,5,15,11
6,6,15,11
7,7,15,11
8,8,15,11
9,9,15,9
10,10,15,9
11,11,15,15
12,12,15,12
13,13,15,10
14,14,15,10
15,15,15,10
16,16,16,15
17,17,16,11
18,18,16,9
19,19,16,13
20,20,16,16
21,21,16,13
22,22,16,15
23,23,16,10
24,24,16,13
25,25,16,13
26,26,16,10
27,27,16,8
28,28,16,10
29,29,16,13
30,30,16,14
31,31,16,16
32,32,16,14
33,33,16,12
34,34,16,12
35,35,16,11
36,36,16,12
37,37,16,11
38,38,16,11
39,39,16,13
40,40,16,14
41,41,16,11
42,42,16,12
43,43,16,11
44,44,16,11
45,45,16,10
46,46,16,12
