,Generation,Father,Mother
0,0,5,4
1,1,8,7
2,2,8,8
3,3,9,8
4,4,9,7
5,5,11,11
6,6,11,11
7,7,11,9
8,8,11,10
9,9,11,10
10,10,11,10
11,11,11,10
12,12,11,10
13,13,11,11
14,14,11,9
15,15,11,11
16,16,11,10
17,17,11,9
18,18,13,11
19,19,14,13
20,20,14,13
21,21,14,14
22,22,14,14
23,23,14,13
24,24,14,14
25,25,14,13
26,26,14,14
27,27,14,12
28,28,14,13
29,29,14,12
30,30,14,13
31,31,14,13
32,32,14,13
33,33,14,11
34,34,14,12
35,35,14,14
36,36,14,12
37,37,14,14
38,38,14,14
39,39,14,14
40,40,14,14
41,41,14,12
42,42,14,12
43,43,14,14
44,44,14,14
45,45,14,13
46,46,14,12
47,47,14,12
48,48,14,14
49,49,14,13
50,50,14,12
51,51,14,12
52,52,14,12
53,53,14,12
54,54,14,12
55,55,14,12
56,56,14,12
57,57,14,12
58,58,14,13
59,59,14,13
60,60,14,13
61,61,14,14
62,62,14,12
63,63,14,13
64,64,14,13
65,65,14,13
66,66,14,13
67,67,14,14
68,68,14,11
69,69,14,14
