,Generation,Father,Mother
0,0,11,10
1,1,13,12
2,2,13,13
3,3,13,12
4,4,13,13
5,5,13,12
6,6,15,13
7,7,15,15
8,8,15,15
9,9,15,10
10,10,16,15
11,11,16,12
12,12,16,16
13,13,16,13
14,14,16,12
15,15,17,16
16,16,17,14
17,17,17,16
18,18,17,17
19,19,17,17
20,20,17,17
21,21,17,16
22,22,17,17
23,23,17,13
24,24,17,16
25,25,17,17
26,26,17,17
27,27,17,14
28,28,17,13
29,29,17,17
30,30,17,16
31,31,17,16
32,32,17,11
33,33,17,13
34,34,17,15
35,35,17,17
36,36,17,17
37,37,17,17
38,38,17,15
39,39,17,9
40,40,17,13
41,41,17,14
42,42,17,14
43,43,17,16
44,44,17,14
45,45,17,16
46,46,17,14
47,47,17,16
48,48,17,16
49,49,17,17
