,Generation,Father,Mother
0,0,8,6
1,1,13,12
2,2,13,12
3,3,13,13
4,4,13,13
5,5,13,13
6,6,13,13
7,7,13,13
8,8,14,13
9,9,14,10
10,10,15,14
11,11,15,12
12,12,15,13
13,13,15,13
14,14,15,11
15,15,15,10
16,16,15,11
17,17,15,13
18,18,15,13
19,19,15,12
20,20,16,15
21,21,16,16
22,22,16,15
23,23,16,15
24,24,16,10
25,25,16,11
26,26,16,11
27,27,16,12
28,28,16,14
29,29,16,14
30,30,16,15
31,31,16,11
32,32,16,15
33,33,16,10
34,34,16,11
35,35,16,15
36,36,16,15
37,37,16,16
38,38,16,16
39,39,16,12
40,40,16,13
41,41,16,16
42,42,16,13
43,43,16,13
44,44,16,10
45,45,16,13
46,46,16,13
47,47,16,11
48,48,16,12
49,49,16,13
50,50,16,16
