,Generation,Father,Mother
0,0,12,11
1,1,15,13
2,2,16,15
3,3,16,15
4,4,16,16
5,5,16,15
6,6,16,16
7,7,16,16
8,8,16,11
9,9,16,13
10,10,16,13
11,11,16,10
12,12,16,11
13,13,16,13
14,14,16,16
15,15,16,15
16,16,16,15
17,17,16,16
18,18,16,16
19,19,16,11
20,20,16,16
21,21,16,16
22,22,16,13
23,23,16,13
24,24,16,16
25,25,16,15
26,26,16,16
27,27,17,16
28,28,17,13
29,29,17,13
30,30,17,12
31,31,17,16
32,32,17,16
33,33,18,17
34,34,18,15
35,35,18,10
36,36,18,11
37,37,18,13
38,38,18,12
39,39,18,15
40,40,18,15
41,41,18,15
42,42,18,11
43,43,18,13
44,44,18,18
45,45,18,17
46,46,18,14
47,47,18,11
48,48,18,15
49,49,18,11
50,50,18,15
51,51,18,15
52,52,18,16
53,53,18,15
54,54,18,15
55,55,18,14
56,56,18,13
57,57,18,14
58,58,18,12
59,59,18,15
60,60,18,16
61,61,18,16
62,62,18,16
63,63,18,14
64,64,18,16
65,65,18,18
66,66,18,18
67,67,18,18
68,68,18,15
69,69,18,12
70,70,18,13
71,71,18,16
72,72,18,16
73,73,18,13
74,74,18,17
75,75,18,15
76,76,18,15
77,77,18,16
78,78,18,18
79,79,18,13
80,80,18,16
81,81,18,16
82,82,18,15
83,83,18,18
