,Generation,Father,Mother
0,0,14,13
1,1,14,14
2,2,14,8
3,3,14,8
4,4,14,9
5,5,14,6
6,6,14,8
7,7,14,9
8,8,14,12
9,9,14,13
10,10,15,14
11,11,15,10
12,12,15,14
13,13,15,15
14,14,15,9
15,15,15,13
16,16,15,13
17,17,15,12
18,18,15,9
19,19,15,7
20,20,15,8
21,21,15,10
22,22,15,13
23,23,15,8
24,24,15,10
25,25,15,8
26,26,15,8
27,27,15,7
28,28,15,7
29,29,15,12
30,30,15,9
31,31,15,7
32,32,15,10
33,33,15,9
34,34,15,8
35,35,15,10
36,36,15,8
37,37,15,10
38,38,15,11
39,39,15,7
40,40,15,8
41,41,15,15
42,42,15,13
43,43,15,8
44,44,15,11
45,45,15,8
46,46,15,13
47,47,15,9
48,48,15,10
49,49,15,8
50,50,15,12
51,51,15,9
52,52,15,13
53,53,15,15
54,54,15,15
55,55,15,13
56,56,15,11
57,57,15,8
58,58,15,10
59,59,15,7
60,60,15,10
61,61,15,12
62,62,15,11
63,63,15,9
64,64,15,10
65,65,15,13
66,66,15,8
67,67,15,11
68,68,15,8
69,69,15,7
70,70,15,12
71,71,15,8
72,72,15,12
73,73,15,12
74,74,15,8
75,75,15,9
76,76,15,7
77,77,15,13
78,78,16,15
79,79,16,8
80,80,16,10
81,81,16,11
82,82,16,7
83,83,16,13
84,84,16,8
85,85,16,9
86,86,16,16
87,87,16,15
88,88,16,11
89,89,16,8
90,90,16,16
91,91,16,11
92,92,16,13
93,93,16,13
94,94,16,13
95,95,16,14
96,96,16,13
97,97,16,11
98,98,16,13
99,99,16,9
100,100,16,10
101,101,16,15
102,102,16,8
103,103,16,7
104,104,16,15
105,105,16,12
106,106,16,9
107,107,16,9
108,108,16,9
109,109,16,8
110,110,16,13
111,111,16,9
112,112,16,8
113,113,16,11
114,114,16,13
115,115,16,13
116,116,16,8
117,117,16,16
118,118,16,12
119,119,16,13
120,120,16,8
121,121,16,8
122,122,16,16
123,123,16,14
124,124,16,9
125,125,16,12
126,126,16,11
127,127,16,9
128,128,16,11
129,129,16,9
130,130,16,8
131,131,16,8
132,132,16,9
133,133,16,7
134,134,16,9
135,135,16,8
136,136,16,7
137,137,16,12
138,138,16,10
139,139,16,8
140,140,16,12
141,141,16,8
142,142,16,8
143,143,16,10
144,144,16,13
145,145,16,11
146,146,16,15
147,147,16,10
148,148,16,10
149,149,16,9
150,150,16,10
151,151,16,10
152,152,16,13
153,153,16,9
154,154,16,9
155,155,16,9
156,156,16,14
157,157,16,12
158,158,16,10
159,159,16,13
160,160,16,9
161,161,16,8
162,162,16,10
163,163,16,8
164,164,16,8
165,165,16,14
166,166,16,16
167,167,16,13
168,168,16,8
169,169,16,15
170,170,16,8
171,171,16,12
172,172,16,13
173,173,16,10
174,174,16,15
175,175,16,7
176,176,16,15
177,177,16,11
178,178,16,13
179,179,16,11
180,180,16,9
181,181,16,10
182,182,16,10
183,183,16,10
184,184,16,7
185,185,16,9
186,186,16,12
187,187,16,11
188,188,16,8
189,189,16,7
190,190,16,8
191,191,16,8
192,192,16,9
193,193,16,11
194,194,16,13
195,195,16,14
196,196,16,7
197,197,16,11
198,198,16,10
199,199,16,13
200,200,16,10
201,201,16,7
202,202,16,11
203,203,16,13
204,204,16,12
205,205,16,16
206,206,16,7
207,207,16,9
208,208,16,16
209,209,16,13
210,210,16,9
211,211,16,13
212,212,16,13
213,213,16,8
214,214,16,8
215,215,16,7
216,216,16,13
217,217,16,13
218,218,16,11
219,219,16,11
220,220,16,10
221,221,16,15
222,222,16,16
223,223,16,6
224,224,16,9
225,225,16,16
226,226,16,15
227,227,16,11
228,228,16,16
229,229,16,8
230,230,16,9
231,231,16,13
232,232,16,12
233,233,16,12
234,234,16,9
235,235,16,12
236,236,16,11
237,237,16,11
238,238,16,13
239,239,16,13
240,240,16,14
241,241,16,10
242,242,16,14
243,243,16,10
244,244,16,9
245,245,16,8
246,246,16,9
247,247,16,13
248,248,16,11
249,249,16,10
