,Generation,Father,Mother
0,0,12,11
1,1,13,12
2,2,13,11
3,3,13,11
4,4,13,12
5,5,13,12
6,6,13,12
7,7,13,12
8,8,13,13
9,9,13,13
10,10,13,13
11,11,13,13
12,12,13,13
13,13,13,13
14,14,13,13
15,15,13,11
16,16,13,13
17,17,13,11
18,18,13,13
19,19,13,12
20,20,13,13
21,21,13,12
22,22,13,13
23,23,13,13
24,24,13,13
25,25,13,13
26,26,13,13
27,27,13,12
28,28,13,11
29,29,13,13
30,30,13,11
31,31,13,12
32,32,13,13
33,33,13,13
34,34,15,13
35,35,15,11
36,36,15,13
37,37,15,13
38,38,15,15
39,39,15,11
40,40,15,12
41,41,16,15
42,42,16,16
43,43,16,13
44,44,16,16
45,45,16,16
46,46,16,16
47,47,16,16
48,48,16,15
49,49,16,16
50,50,16,16
51,51,17,16
52,52,17,17
53,53,17,16
54,54,17,14
55,55,17,14
56,56,17,15
57,57,17,15
58,58,17,15
59,59,17,16
60,60,17,14
61,61,17,13
62,62,18,17
63,63,18,16
64,64,18,15
65,65,18,16
66,66,18,13
67,67,18,13
68,68,18,13
69,69,18,15
70,70,18,15
71,71,18,13
72,72,18,17
73,73,18,18
74,74,18,13
75,75,18,13
76,76,18,16
77,77,18,18
78,78,18,16
79,79,18,15
80,80,18,13
81,81,18,16
82,82,18,16
83,83,18,13
84,84,18,18
85,85,18,11
86,86,18,16
87,87,18,12
88,88,18,16
89,89,18,12
90,90,18,16
91,91,18,15
92,92,18,12
93,93,18,13
94,94,18,16
95,95,18,15
96,96,18,16
97,97,18,15
98,98,18,16
99,99,18,13
100,100,18,16
101,101,18,13
102,102,18,17
103,103,18,13
104,104,18,13
105,105,18,16
106,106,18,12
107,107,18,12
108,108,18,13
109,109,18,14
110,110,18,15
111,111,18,18
112,112,18,16
113,113,18,16
114,114,18,15
115,115,18,15
116,116,18,13
117,117,18,13
118,118,18,15
119,119,18,15
120,120,18,15
121,121,18,16
122,122,18,16
123,123,18,16
124,124,18,15
125,125,18,13
126,126,18,12
127,127,18,13
128,128,18,13
129,129,18,12
130,130,18,11
131,131,18,13
132,132,18,13
133,133,18,15
134,134,18,15
135,135,18,12
136,136,18,16
137,137,18,18
138,138,18,15
139,139,18,15
140,140,18,12
141,141,18,13
142,142,18,15
143,143,18,12
144,144,18,13
145,145,18,13
146,146,18,13
147,147,18,16
148,148,18,12
149,149,18,15
150,150,18,15
151,151,18,13
152,152,18,13
153,153,18,15
154,154,18,15
155,155,18,12
156,156,18,12
157,157,18,13
158,158,18,13
159,159,18,18
160,160,18,13
161,161,18,15
162,162,18,15
163,163,18,16
164,164,18,18
165,165,18,13
166,166,18,12
167,167,18,18
168,168,18,15
169,169,18,13
170,170,18,14
171,171,18,16
172,172,18,18
173,173,18,12
174,174,18,16
175,175,18,13
176,176,18,13
177,177,18,13
178,178,18,18
179,179,18,13
180,180,18,18
181,181,18,18
182,182,18,17
183,183,18,17
184,184,18,16
185,185,18,13
186,186,18,13
187,187,18,13
188,188,18,14
189,189,18,17
190,190,18,13
191,191,18,18
192,192,18,16
193,193,18,12
194,194,18,12
195,195,18,16
196,196,18,12
197,197,18,13
198,198,18,13
199,199,18,12
200,200,18,15
201,201,18,16
202,202,18,11
203,203,18,14
204,204,18,14
205,205,18,16
206,206,18,16
207,207,18,13
208,208,18,15
209,209,18,13
210,210,18,15
211,211,18,16
212,212,18,16
213,213,18,18
214,214,18,15
215,215,18,13
216,216,18,13
217,217,18,13
218,218,18,13
219,219,18,13
220,220,18,13
221,221,18,13
222,222,18,18
223,223,18,12
224,224,18,18
225,225,18,13
226,226,18,12
227,227,18,12
228,228,18,15
229,229,18,13
230,230,18,16
231,231,18,16
232,232,18,15
233,233,18,15
234,234,18,13
235,235,18,13
236,236,18,17
237,237,18,17
238,238,18,16
239,239,18,16
240,240,18,13
241,241,18,13
242,242,18,16
243,243,18,13
244,244,18,16
245,245,18,16
246,246,18,16
247,247,18,16
248,248,18,11
249,249,18,12
