,Generation,Father,Mother
0,0,15,13
1,1,15,15
2,2,15,15
3,3,15,15
4,4,15,15
5,5,16,15
6,6,16,15
7,7,16,16
8,8,16,15
9,9,16,14
10,10,16,16
11,11,16,16
12,12,16,15
13,13,16,15
14,14,18,16
15,15,18,13
16,16,18,18
17,17,18,18
18,18,18,16
19,19,18,16
20,20,18,18
21,21,18,18
22,22,18,18
23,23,18,17
24,24,18,17
25,25,18,16
26,26,18,16
27,27,18,16
28,28,18,18
29,29,18,17
30,30,18,16
31,31,18,16
32,32,18,16
33,33,18,18
34,34,18,18
35,35,18,18
36,36,18,16
37,37,18,16
38,38,18,17
39,39,18,17
40,40,18,16
41,41,18,18
42,42,18,18
43,43,18,18
44,44,18,16
45,45,18,16
46,46,18,18
47,47,18,16
48,48,18,18
49,49,18,18
50,50,20,18
51,51,20,18
52,52,20,16
53,53,20,16
54,54,20,18
55,55,20,19
56,56,20,19
57,57,20,18
58,58,20,16
59,59,20,18
60,60,20,17
61,61,20,20
62,62,20,20
63,63,20,16
64,64,20,13
65,65,20,13
66,66,20,19
67,67,20,19
68,68,20,20
69,69,20,16
70,70,20,16
71,71,20,16
72,72,20,20
73,73,20,20
74,74,20,19
75,75,20,20
76,76,20,20
77,77,20,18
78,78,20,18
79,79,20,16
80,80,20,11
81,81,20,20
82,82,20,16
83,83,20,20
84,84,20,11
85,85,20,16
86,86,20,18
87,87,20,18
88,88,20,20
89,89,20,19
90,90,20,17
91,91,20,16
92,92,20,18
93,93,20,16
94,94,20,17
95,95,20,16
96,96,20,20
97,97,20,18
98,98,20,16
99,99,20,20
100,100,20,20
101,101,20,18
102,102,20,20
103,103,20,19
104,104,20,17
105,105,20,18
106,106,20,18
107,107,20,19
108,108,20,16
109,109,20,16
110,110,20,20
111,111,20,16
112,112,20,16
113,113,20,20
114,114,20,16
115,115,20,16
116,116,20,18
117,117,20,20
118,118,20,17
119,119,20,18
120,120,20,20
121,121,20,18
122,122,20,16
123,123,20,20
124,124,20,20
125,125,20,16
126,126,20,16
127,127,20,15
128,128,20,18
129,129,20,20
130,130,20,16
131,131,20,16
132,132,20,18
133,133,20,18
134,134,20,20
135,135,20,20
136,136,20,17
137,137,20,20
138,138,20,20
139,139,20,16
140,140,20,14
141,141,20,15
142,142,20,14
143,143,20,15
144,144,20,16
145,145,20,18
146,146,20,18
147,147,20,15
148,148,20,16
149,149,20,18
150,150,20,20
151,151,20,19
152,152,20,19
153,153,20,13
154,154,20,16
155,155,20,16
156,156,20,16
157,157,20,16
158,158,20,16
159,159,20,16
160,160,20,18
161,161,20,16
162,162,20,19
163,163,20,17
164,164,20,17
165,165,20,19
166,166,20,19
167,167,20,20
168,168,20,17
169,169,20,20
170,170,20,20
171,171,20,18
172,172,20,18
173,173,20,16
174,174,20,16
175,175,20,18
176,176,20,19
177,177,20,13
178,178,20,15
179,179,20,17
180,180,20,18
181,181,20,15
182,182,20,15
183,183,20,17
184,184,20,16
185,185,20,15
186,186,20,17
187,187,20,18
188,188,20,18
189,189,20,20
190,190,20,20
191,191,20,20
192,192,20,20
193,193,20,15
194,194,20,20
195,195,20,18
196,196,20,18
197,197,20,18
198,198,20,20
199,199,20,11
200,200,20,14
