,Generation,Father,Mother
0,0,13,12
1,1,13,11
2,2,16,13
3,3,16,13
4,4,16,13
5,5,16,15
6,6,16,15
7,7,16,15
8,8,16,13
9,9,16,15
10,10,17,16
11,11,17,17
12,12,17,15
13,13,17,17
14,14,17,15
15,15,17,15
16,16,17,17
17,17,17,15
18,18,17,17
19,19,17,15
20,20,17,17
21,21,17,16
22,22,17,15
23,23,17,15
24,24,17,14
25,25,17,17
26,26,18,17
27,27,18,18
28,28,18,17
29,29,18,15
30,30,18,16
31,31,18,16
32,32,19,18
33,33,19,17
34,34,19,15
35,35,19,17
36,36,19,19
37,37,19,16
38,38,19,16
39,39,19,16
40,40,19,15
41,41,19,16
42,42,19,17
43,43,19,16
44,44,19,18
45,45,19,16
46,46,19,17
47,47,19,17
48,48,19,16
49,49,19,16
50,50,19,16
51,51,19,16
52,52,19,15
53,53,19,15
54,54,19,16
55,55,19,15
56,56,19,15
57,57,19,16
58,58,19,16
59,59,19,16
60,60,19,16
61,61,19,16
62,62,19,16
