,Generation,Father,Mother
0,0,10,8
1,1,10,7
2,2,13,10
3,3,16,13
4,4,16,10
5,5,16,11
6,6,16,11
7,7,16,11
8,8,16,12
9,9,16,16
10,10,16,10
11,11,16,7
12,12,16,14
13,13,16,13
14,14,16,12
15,15,16,12
16,16,16,10
17,17,16,15
18,18,16,15
19,19,16,16
20,20,16,16
21,21,16,13
22,22,16,15
23,23,16,14
24,24,16,11
25,25,16,15
26,26,16,10
27,27,16,15
28,28,16,14
29,29,16,13
30,30,16,13
31,31,17,16
32,32,17,15
33,33,17,13
34,34,17,15
35,35,17,11
36,36,17,16
37,37,17,16
38,38,17,10
39,39,17,14
40,40,17,15
41,41,17,14
42,42,17,16
43,43,17,12
44,44,17,14
45,45,17,15
46,46,17,16
47,47,17,11
48,48,17,15
49,49,17,14
