,Generation,Father,Mother
0,0,15,10
1,1,15,12
2,2,15,7
3,3,15,12
4,4,15,12
5,5,15,6
6,6,15,9
7,7,15,12
8,8,15,9
9,9,16,15
10,10,16,8
11,11,16,12
12,12,16,13
13,13,16,13
14,14,16,13
15,15,16,10
16,16,16,9
17,17,16,8
18,18,16,13
19,19,16,13
20,20,16,13
21,21,16,11
22,22,16,8
23,23,16,15
24,24,16,12
25,25,16,10
26,26,16,12
27,27,16,11
28,28,16,12
29,29,16,12
30,30,16,8
31,31,16,16
32,32,16,12
33,33,16,9
34,34,16,15
35,35,16,8
36,36,16,11
37,37,16,11
38,38,16,11
39,39,16,12
40,40,16,12
41,41,16,8
42,42,16,9
43,43,16,8
44,44,16,8
45,45,16,11
46,46,16,15
47,47,16,10
48,48,16,14
49,49,16,11
50,50,16,12
51,51,16,12
52,52,16,15
53,53,16,9
54,54,16,8
55,55,16,11
56,56,16,9
57,57,16,9
58,58,16,8
59,59,16,12
60,60,16,12
61,61,16,15
62,62,16,11
63,63,16,12
64,64,16,8
65,65,16,10
66,66,16,13
67,67,16,13
68,68,16,15
69,69,16,13
70,70,16,15
71,71,16,10
72,72,16,15
73,73,16,9
74,74,16,11
75,75,16,10
76,76,16,11
77,77,16,12
78,78,16,8
79,79,16,10
80,80,16,15
81,81,16,11
82,82,16,10
83,83,16,11
84,84,16,13
85,85,16,13
86,86,16,13
87,87,16,12
88,88,16,13
89,89,16,8
90,90,16,12
91,91,16,13
92,92,16,13
93,93,16,13
94,94,16,15
95,95,16,7
96,96,16,11
97,97,16,8
98,98,16,13
99,99,16,11
