,Generation,Father,Mother
0,0,9,9
1,1,10,10
2,2,13,10
3,3,13,12
4,4,15,13
5,5,15,13
6,6,15,12
7,7,15,13
8,8,15,15
9,9,15,15
10,10,15,15
11,11,15,14
12,12,15,14
13,13,15,10
14,14,16,15
15,15,16,12
16,16,16,16
17,17,16,12
18,18,16,13
19,19,16,16
20,20,16,16
21,21,16,16
22,22,16,15
23,23,16,11
24,24,16,15
25,25,16,14
26,26,16,14
27,27,16,14
28,28,16,11
29,29,16,11
30,30,16,13
31,31,16,16
32,32,16,16
33,33,16,13
34,34,16,14
35,35,16,14
36,36,16,15
37,37,16,15
38,38,16,13
39,39,16,13
40,40,16,14
41,41,16,14
42,42,16,11
43,43,16,11
44,44,16,15
45,45,16,15
46,46,16,14
47,47,16,16
48,48,16,16
49,49,16,16
50,50,16,15
51,51,16,14
52,52,16,10
53,53,16,16
54,54,16,16
55,55,16,14
56,56,16,15
57,57,16,15
58,58,18,16
59,59,18,16
60,60,18,10
61,61,18,15
62,62,18,9
63,63,18,13
64,64,18,14
65,65,18,13
66,66,18,16
67,67,18,16
68,68,18,17
69,69,18,11
70,70,18,13
71,71,18,15
72,72,18,18
73,73,18,14
74,74,18,14
75,75,18,15
76,76,18,14
77,77,18,16
78,78,18,15
79,79,18,10
80,80,18,13
81,81,18,15
82,82,18,13
83,83,18,16
84,84,18,11
85,85,18,9
86,86,18,9
87,87,18,11
88,88,18,13
89,89,18,13
90,90,18,13
91,91,18,14
92,92,18,15
93,93,18,14
94,94,18,16
95,95,18,15
96,96,18,15
97,97,18,16
98,98,18,16
99,99,18,16
