,Generation,Father,Mother
0,0,12,11
1,1,16,12
2,2,16,14
3,3,16,11
4,4,16,15
5,5,16,16
6,6,16,13
7,7,16,13
8,8,16,13
9,9,16,13
10,10,16,15
11,11,16,9
12,12,16,12
13,13,16,8
14,14,16,6
15,15,16,16
16,16,16,14
17,17,16,8
18,18,16,16
19,19,16,16
20,20,16,16
21,21,17,16
22,22,17,15
23,23,17,16
24,24,17,13
25,25,17,13
26,26,17,15
27,27,17,8
28,28,17,8
29,29,17,15
30,30,17,13
31,31,17,15
32,32,17,9
33,33,17,15
34,34,17,16
35,35,17,12
36,36,17,10
37,37,18,17
38,38,19,18
39,39,19,14
40,40,19,9
41,41,19,18
42,42,19,16
43,43,19,14
44,44,19,9
45,45,19,11
46,46,19,13
47,47,19,11
48,48,19,16
49,49,19,13
