,Generation,Father,Mother
0,0,11,10
1,1,11,10
2,2,13,11
3,3,13,12
4,4,13,13
5,5,13,13
6,6,13,13
7,7,14,13
8,8,14,12
9,9,14,13
10,10,14,13
11,11,14,12
12,12,14,12
13,13,14,13
14,14,14,11
15,15,14,14
16,16,15,14
17,17,15,11
18,18,15,13
19,19,15,11
20,20,15,10
21,21,15,13
22,22,15,13
23,23,15,13
24,24,15,15
25,25,15,13
26,26,15,13
27,27,15,13
28,28,16,15
29,29,16,13
30,30,16,13
31,31,16,15
32,32,16,16
33,33,16,13
34,34,16,10
35,35,16,10
36,36,16,15
37,37,16,10
38,38,16,13
39,39,16,12
40,40,16,14
41,41,16,13
42,42,16,16
43,43,16,13
44,44,17,16
45,45,17,13
46,46,17,13
47,47,17,13
48,48,17,15
49,49,17,13
50,50,17,16
51,51,17,15
52,52,17,17
53,53,17,16
54,54,17,15
55,55,17,8
56,56,17,15
57,57,17,8
58,58,17,15
59,59,17,17
60,60,17,16
61,61,17,16
62,62,17,15
63,63,17,13
64,64,17,15
65,65,17,15
66,66,17,12
67,67,17,17
68,68,17,15
69,69,17,11
70,70,17,14
71,71,17,8
72,72,17,16
73,73,17,13
74,74,17,13
