,Generation,Father,Mother
0,0,13,13
1,1,15,13
2,2,15,13
3,3,16,15
4,4,16,13
5,5,16,13
6,6,16,16
7,7,16,16
8,8,16,16
9,9,16,16
10,10,16,16
11,11,16,16
12,12,16,16
13,13,16,14
14,14,16,16
15,15,18,16
16,16,18,12
17,17,18,15
18,18,18,15
19,19,18,15
20,20,18,18
21,21,18,16
22,22,18,13
23,23,18,16
24,24,18,15
25,25,18,18
26,26,18,15
27,27,18,18
28,28,18,18
29,29,18,16
30,30,18,17
31,31,18,12
32,32,18,16
33,33,18,15
34,34,18,15
35,35,18,16
36,36,18,13
37,37,18,16
38,38,18,17
39,39,18,16
40,40,18,16
41,41,18,14
42,42,18,13
43,43,18,16
44,44,18,15
45,45,18,16
46,46,18,13
47,47,18,16
48,48,18,17
49,49,18,15
