,Generation,Father,Mother
0,0,11,10
1,1,13,12
2,2,14,13
3,3,14,13
4,4,14,13
5,5,14,14
6,6,14,13
7,7,15,14
8,8,15,15
9,9,15,14
10,10,16,15
11,11,16,15
12,12,16,16
13,13,16,12
14,14,16,16
15,15,16,11
16,16,16,14
17,17,16,16
18,18,16,11
19,19,16,16
20,20,16,14
21,21,16,16
22,22,16,16
23,23,16,15
24,24,16,12
25,25,16,15
26,26,16,10
27,27,16,11
28,28,16,10
29,29,16,15
30,30,16,15
31,31,17,16
32,32,17,15
33,33,17,16
34,34,17,15
35,35,17,17
36,36,17,17
37,37,17,17
38,38,17,15
39,39,17,15
40,40,17,14
41,41,17,16
42,42,17,16
43,43,17,15
44,44,17,15
45,45,17,15
46,46,17,15
47,47,17,16
48,48,17,15
49,49,17,17
50,50,17,16
51,51,17,14
52,52,17,13
53,53,17,17
54,54,17,15
55,55,17,17
56,56,17,17
57,57,17,12
58,58,17,17
59,59,17,15
60,60,17,17
61,61,17,15
