,Generation,Father,Mother
0,0,11,7
1,1,11,11
2,2,13,11
3,3,13,11
4,4,13,13
5,5,13,13
6,6,13,13
7,7,13,12
8,8,13,11
9,9,13,13
10,10,13,13
11,11,13,11
12,12,13,12
13,13,13,11
14,14,13,13
15,15,13,10
16,16,13,9
17,17,13,13
18,18,13,10
19,19,13,13
20,20,13,13
21,21,13,13
22,22,15,13
23,23,15,15
24,24,15,12
25,25,15,13
26,26,15,8
27,27,15,8
28,28,15,10
29,29,15,10
30,30,15,13
31,31,15,15
32,32,15,13
33,33,15,11
34,34,15,13
35,35,15,10
36,36,15,10
37,37,15,15
38,38,15,11
39,39,15,13
40,40,15,13
41,41,15,10
42,42,15,13
43,43,15,12
44,44,15,11
45,45,15,15
46,46,15,15
47,47,15,9
48,48,15,11
49,49,16,15
