,Generation,Father,Mother
0,0,12,9
1,1,12,12
2,2,15,13
3,3,17,15
4,4,17,17
5,5,17,15
6,6,17,11
7,7,17,15
8,8,17,16
9,9,17,15
10,10,17,17
11,11,17,13
12,12,17,17
13,13,17,17
14,14,17,17
15,15,17,16
16,16,17,13
17,17,17,12
18,18,17,12
19,19,17,9
20,20,17,15
21,21,17,15
22,22,17,17
23,23,17,16
24,24,17,11
25,25,17,13
26,26,17,13
27,27,17,16
28,28,17,16
29,29,17,16
30,30,17,16
31,31,17,13
32,32,17,17
33,33,17,16
34,34,17,17
35,35,17,15
36,36,17,15
37,37,17,12
38,38,17,12
39,39,17,12
40,40,17,16
41,41,17,12
42,42,17,13
43,43,17,16
44,44,17,15
45,45,17,15
46,46,17,15
47,47,17,13
48,48,17,17
49,49,17,12
50,50,17,16
51,51,17,16
52,52,17,16
53,53,17,16
54,54,17,16
55,55,17,16
56,56,17,16
57,57,17,12
58,58,17,11
59,59,17,14
60,60,17,16
61,61,17,15
62,62,17,15
63,63,17,16
64,64,17,16
65,65,18,17
66,66,18,16
67,67,18,13
68,68,18,16
69,69,18,16
70,70,18,16
71,71,18,13
72,72,18,16
73,73,18,13
74,74,18,15
75,75,18,18
76,76,18,18
77,77,18,16
78,78,18,13
79,79,18,13
80,80,18,16
81,81,18,16
82,82,18,15
83,83,18,14
84,84,18,15
85,85,18,15
86,86,18,10
87,87,18,12
88,88,18,16
89,89,18,16
90,90,18,15
91,91,18,16
92,92,18,16
93,93,18,18
94,94,18,17
95,95,18,16
96,96,18,12
97,97,18,15
98,98,18,16
99,99,18,13
100,100,18,13
101,101,18,16
102,102,18,12
103,103,18,12
104,104,18,14
105,105,18,14
106,106,18,16
107,107,18,16
108,108,18,15
109,109,18,16
110,110,18,16
111,111,18,16
112,112,18,15
113,113,18,15
114,114,18,15
115,115,18,16
116,116,18,10
117,117,18,16
118,118,18,16
119,119,18,16
120,120,18,16
121,121,18,16
122,122,18,16
123,123,18,13
124,124,18,13
125,125,18,14
126,126,18,13
127,127,18,14
128,128,18,13
129,129,18,16
130,130,18,16
131,131,18,16
132,132,18,13
133,133,18,15
134,134,18,14
135,135,18,14
136,136,18,16
137,137,18,13
138,138,18,16
139,139,18,15
140,140,18,15
141,141,18,16
142,142,18,15
143,143,18,16
144,144,18,12
145,145,18,12
146,146,18,15
147,147,18,9
148,148,18,13
149,149,18,12
150,150,18,16
151,151,18,15
152,152,18,16
153,153,18,15
154,154,18,15
155,155,18,16
156,156,18,13
157,157,18,12
158,158,18,16
159,159,18,16
160,160,18,16
161,161,18,15
162,162,18,14
163,163,18,15
164,164,18,16
165,165,18,18
166,166,18,16
167,167,18,16
168,168,18,16
169,169,18,16
170,170,18,18
171,171,18,18
172,172,18,18
173,173,18,16
174,174,18,16
175,175,18,18
176,176,18,16
177,177,18,17
178,178,18,18
179,179,18,16
180,180,18,16
181,181,18,16
182,182,18,16
183,183,18,13
184,184,18,13
185,185,18,13
186,186,18,16
187,187,18,16
188,188,18,16
189,189,18,16
190,190,18,15
191,191,18,16
192,192,18,16
193,193,18,11
194,194,18,18
195,195,18,16
196,196,18,13
197,197,18,12
198,198,18,15
199,199,18,16
200,200,18,15
201,201,18,18
202,202,18,17
203,203,18,13
204,204,18,15
205,205,18,15
206,206,18,15
207,207,18,15
208,208,18,16
209,209,18,15
210,210,18,18
211,211,18,16
212,212,18,18
213,213,18,16
214,214,18,11
215,215,18,16
216,216,18,16
217,217,18,16
218,218,18,18
219,219,18,18
220,220,18,16
221,221,18,18
222,222,18,18
223,223,18,16
224,224,18,11
225,225,18,13
226,226,18,17
227,227,18,18
228,228,18,16
229,229,18,16
230,230,18,16
231,231,18,10
232,232,18,13
233,233,18,16
234,234,18,16
235,235,18,16
236,236,18,15
237,237,18,13
238,238,18,13
239,239,18,16
240,240,18,16
241,241,18,16
242,242,18,15
243,243,18,15
244,244,18,13
245,245,18,18
246,246,18,18
247,247,18,16
248,248,18,15
249,249,18,16
250,250,18,16
251,251,18,18
252,252,18,18
253,253,18,18
254,254,18,18
255,255,18,16
256,256,18,18
257,257,18,16
258,258,18,16
259,259,18,18
260,260,18,16
261,261,18,18
262,262,18,16
263,263,18,10
264,264,18,13
265,265,18,12
266,266,18,16
267,267,18,16
268,268,18,15
269,269,18,12
270,270,18,16
271,271,18,16
272,272,18,16
273,273,18,16
274,274,18,16
275,275,18,16
276,276,18,16
277,277,18,16
278,278,18,16
279,279,18,16
280,280,18,16
281,281,18,16
282,282,18,16
283,283,18,16
284,284,18,16
285,285,18,13
286,286,18,16
287,287,18,13
288,288,18,16
289,289,18,17
290,290,18,18
291,291,18,13
292,292,18,16
293,293,18,16
294,294,18,18
295,295,18,18
296,296,18,14
297,297,18,15
298,298,18,17
299,299,18,12
300,300,18,13
301,301,18,13
302,302,18,13
303,303,18,16
304,304,18,16
305,305,18,16
306,306,18,15
307,307,18,13
308,308,18,16
309,309,18,14
310,310,18,15
311,311,18,12
312,312,18,16
313,313,18,16
314,314,18,18
315,315,18,18
316,316,18,16
317,317,18,16
318,318,18,15
319,319,18,15
320,320,18,16
321,321,18,17
322,322,18,16
323,323,18,16
324,324,18,18
325,325,18,12
326,326,18,16
327,327,18,16
328,328,18,16
329,329,18,16
330,330,18,16
331,331,18,11
332,332,18,18
333,333,18,15
334,334,18,18
335,335,18,18
336,336,18,18
