,Generation,Father,Mother
0,0,7,7
1,1,12,12
2,2,12,9
3,3,12,11
4,4,12,12
5,5,12,12
6,6,12,11
7,7,13,13
8,8,13,10
9,9,13,12
10,10,13,12
11,11,13,13
12,12,13,11
13,13,17,13
14,14,17,12
15,15,17,12
16,16,17,12
17,17,17,11
18,18,17,15
19,19,17,15
20,20,17,10
21,21,17,13
22,22,17,11
23,23,17,9
24,24,17,17
25,25,17,9
26,26,17,9
27,27,17,11
28,28,17,9
29,29,17,16
30,30,17,15
31,31,17,11
32,32,17,9
33,33,17,17
34,34,17,15
35,35,22,17
36,36,22,17
37,37,22,16
38,38,22,18
39,39,22,10
40,40,22,9
41,41,22,13
42,42,22,13
43,43,22,13
44,44,22,8
45,45,22,13
46,46,22,14
47,47,22,17
48,48,22,15
49,49,22,15
