,Generation,Father,Mother
0,0,8,7
1,1,13,8
2,2,13,13
3,3,13,13
4,4,13,13
5,5,15,13
6,6,15,13
7,7,15,12
8,8,15,12
9,9,15,15
10,10,15,15
11,11,15,14
12,12,15,13
13,13,15,15
14,14,15,13
15,15,15,13
16,16,15,15
17,17,16,15
18,18,16,13
19,19,16,13
20,20,16,13
21,21,16,13
22,22,16,15
23,23,16,13
24,24,16,15
25,25,16,11
26,26,16,16
27,27,16,11
28,28,16,16
29,29,16,16
30,30,16,11
31,31,16,14
32,32,16,14
33,33,16,14
34,34,16,11
35,35,16,15
36,36,17,16
37,37,17,13
38,38,17,11
39,39,17,11
40,40,17,15
41,41,17,13
42,42,17,15
43,43,17,15
44,44,17,15
45,45,17,14
46,46,17,15
47,47,17,17
48,48,17,11
49,49,17,15
50,50,17,15
51,51,17,17
52,52,17,17
53,53,17,16
54,54,17,16
55,55,17,13
56,56,17,13
57,57,17,15
58,58,17,17
59,59,17,10
60,60,17,15
61,61,17,17
62,62,17,14
63,63,17,14
64,64,17,17
65,65,17,13
66,66,17,11
67,67,17,11
68,68,17,17
69,69,17,15
70,70,17,8
71,71,17,8
72,72,17,11
73,73,17,11
74,74,17,13
75,75,17,12
76,76,17,11
77,77,17,15
78,78,17,13
79,79,17,13
80,80,17,15
81,81,17,15
82,82,17,13
83,83,17,15
84,84,17,16
85,85,17,16
86,86,17,11
87,87,17,13
88,88,17,13
89,89,17,14
90,90,17,8
91,91,18,17
92,92,18,17
93,93,18,17
94,94,18,17
95,95,18,18
96,96,19,18
97,97,19,18
98,98,19,18
99,99,19,18
100,100,19,19
101,101,19,19
102,102,19,16
103,103,19,11
104,104,19,18
105,105,19,16
106,106,19,16
107,107,19,18
108,108,19,17
109,109,19,19
110,110,19,19
111,111,19,16
112,112,19,19
113,113,19,19
114,114,19,15
115,115,19,19
116,116,19,15
117,117,19,18
118,118,19,15
119,119,19,15
120,120,19,19
121,121,19,14
122,122,19,19
123,123,19,18
124,124,19,15
125,125,19,19
126,126,20,19
127,127,20,18
128,128,20,18
129,129,20,18
130,130,20,18
131,131,20,20
132,132,20,18
133,133,20,11
134,134,20,18
135,135,20,18
136,136,20,16
137,137,20,17
138,138,20,18
139,139,20,18
140,140,20,13
141,141,20,18
142,142,20,18
143,143,20,18
144,144,20,18
145,145,20,16
146,146,20,18
147,147,20,13
148,148,20,15
149,149,20,16
150,150,20,18
151,151,20,20
152,152,20,16
153,153,20,18
154,154,20,19
155,155,20,15
156,156,20,17
157,157,20,15
158,158,20,18
159,159,20,18
160,160,20,18
161,161,20,19
162,162,20,18
163,163,20,18
164,164,20,18
165,165,20,17
166,166,20,17
167,167,20,16
168,168,20,18
169,169,20,18
170,170,20,16
171,171,20,18
172,172,20,16
173,173,20,17
174,174,20,18
175,175,20,18
176,176,20,20
177,177,20,18
178,178,20,18
179,179,20,18
180,180,20,20
181,181,20,18
182,182,20,16
183,183,20,16
184,184,20,16
185,185,20,18
186,186,20,18
187,187,20,17
188,188,20,18
189,189,20,18
190,190,20,15
191,191,20,18
192,192,20,16
193,193,20,16
194,194,20,16
195,195,20,15
196,196,20,8
197,197,20,11
198,198,20,15
199,199,20,15
200,200,20,15
201,201,20,18
202,202,20,15
203,203,20,15
204,204,20,17
205,205,20,20
206,206,20,18
207,207,20,16
208,208,20,20
209,209,20,18
210,210,20,16
211,211,20,18
212,212,20,18
213,213,20,18
214,214,20,11
215,215,20,16
216,216,20,15
217,217,20,17
218,218,20,18
219,219,20,18
220,220,20,16
221,221,20,13
222,222,20,18
223,223,20,13
224,224,20,17
225,225,20,17
226,226,20,19
227,227,20,16
228,228,20,18
229,229,20,18
230,230,20,18
231,231,20,13
232,232,20,20
233,233,20,20
234,234,20,13
235,235,20,19
236,236,20,16
237,237,20,20
238,238,20,18
239,239,20,16
240,240,20,15
241,241,20,18
242,242,20,20
243,243,20,18
244,244,20,17
245,245,20,18
246,246,20,18
247,247,20,18
248,248,20,20
249,249,20,18
