,Generation,Father,Mother
0,0,9,8
1,1,13,10
2,2,13,13
3,3,13,12
4,4,13,13
5,5,13,8
6,6,13,11
7,7,13,11
8,8,13,11
9,9,13,13
10,10,13,13
11,11,13,12
12,12,13,13
13,13,13,13
14,14,13,11
15,15,13,9
16,16,14,13
17,17,14,14
18,18,14,10
19,19,14,12
20,20,14,13
21,21,14,12
22,22,14,13
23,23,16,15
24,24,16,14
25,25,16,10
26,26,16,13
27,27,16,15
28,28,16,13
29,29,16,12
30,30,16,15
31,31,16,16
32,32,16,10
33,33,16,14
34,34,16,12
35,35,16,11
36,36,16,12
37,37,16,15
38,38,16,12
39,39,16,10
40,40,16,11
41,41,16,9
42,42,16,12
43,43,16,12
44,44,16,16
45,45,16,16
46,46,16,15
47,47,16,16
48,48,16,13
49,49,16,12
50,50,16,12
51,51,16,13
52,52,16,11
53,53,16,13
