,Generation,Father,Mother
0,0,15,9
1,1,15,15
2,2,15,12
3,3,15,13
4,4,15,12
5,5,15,13
6,6,15,15
7,7,15,11
8,8,16,15
9,9,16,13
10,10,16,16
11,11,16,16
12,12,16,12
13,13,16,12
14,14,16,9
15,15,16,11
16,16,16,12
17,17,16,13
18,18,16,13
19,19,16,15
20,20,16,15
21,21,16,15
22,22,16,16
23,23,16,15
24,24,16,12
25,25,16,13
26,26,16,15
27,27,16,13
28,28,16,13
29,29,16,13
30,30,16,12
31,31,16,12
32,32,16,12
33,33,16,12
34,34,16,12
35,35,16,13
36,36,16,13
37,37,16,15
38,38,16,12
39,39,16,12
40,40,16,12
41,41,16,13
42,42,16,16
43,43,16,15
44,44,16,14
45,45,16,13
46,46,16,16
47,47,16,13
48,48,16,16
49,49,16,11
50,50,16,12
51,51,16,16
52,52,16,12
53,53,16,16
54,54,16,16
55,55,16,15
56,56,16,11
57,57,16,16
58,58,16,15
59,59,16,13
60,60,16,13
61,61,16,16
62,62,16,16
63,63,16,16
64,64,16,10
65,65,16,9
66,66,16,15
67,67,16,12
68,68,16,15
69,69,16,15
70,70,16,13
71,71,16,12
72,72,16,12
73,73,16,11
74,74,16,15
75,75,16,13
76,76,16,16
77,77,16,15
78,78,16,16
79,79,16,15
80,80,16,15
81,81,16,15
82,82,16,16
83,83,16,16
84,84,16,16
85,85,16,14
86,86,16,15
87,87,16,13
88,88,16,16
89,89,16,15
90,90,16,12
91,91,16,13
92,92,16,15
93,93,16,15
94,94,16,12
95,95,16,15
96,96,16,15
97,97,16,13
98,98,16,15
99,99,16,15
