,Generation,Father,Mother
0,0,9,8
1,1,11,9
2,2,12,11
3,3,12,10
4,4,12,8
5,5,12,12
6,6,12,12
7,7,12,12
8,8,12,8
9,9,12,12
10,10,13,12
11,11,13,12
12,12,13,13
13,13,13,11
14,14,13,12
15,15,13,12
16,16,13,11
17,17,13,11
18,18,13,9
19,19,13,12
20,20,13,9
21,21,13,11
22,22,16,13
23,23,16,11
24,24,16,12
25,25,16,12
26,26,16,15
27,27,16,11
28,28,16,15
29,29,16,12
30,30,16,16
31,31,16,16
32,32,16,11
33,33,16,11
34,34,16,12
35,35,16,11
36,36,16,15
37,37,16,12
38,38,16,14
39,39,16,12
40,40,16,13
41,41,16,16
42,42,16,16
43,43,16,16
44,44,16,13
45,45,16,12
46,46,16,14
47,47,16,9
48,48,16,10
49,49,16,15
50,50,16,13
51,51,16,16
52,52,16,12
