,Generation,Father,Mother
0,0,13,11
1,1,13,12
2,2,13,11
3,3,13,10
4,4,13,10
5,5,13,12
6,6,13,13
7,7,13,13
8,8,13,11
9,9,13,13
10,10,16,13
11,11,16,12
12,12,16,11
13,13,16,16
14,14,16,16
15,15,16,12
16,16,16,13
17,17,16,15
18,18,16,12
19,19,16,15
20,20,16,13
21,21,16,15
22,22,16,15
23,23,16,13
24,24,16,16
25,25,16,9
26,26,16,11
27,27,16,15
28,28,16,16
29,29,16,14
30,30,16,16
31,31,16,16
32,32,16,13
33,33,16,11
34,34,16,12
35,35,17,16
36,36,17,13
37,37,17,17
38,38,17,17
39,39,17,13
40,40,17,15
41,41,17,15
42,42,17,15
43,43,17,15
44,44,17,15
45,45,17,13
46,46,17,17
47,47,17,16
48,48,17,11
49,49,17,15
50,50,17,16
51,51,17,14
52,52,17,14
53,53,17,15
54,54,17,13
55,55,17,13
56,56,17,15
57,57,17,15
58,58,17,14
59,59,17,15
60,60,17,15
61,61,17,17
62,62,17,15
63,63,17,12
64,64,17,10
65,65,17,16
66,66,17,15
67,67,17,13
68,68,17,15
69,69,17,13
70,70,17,13
71,71,17,16
72,72,17,16
73,73,17,15
74,74,17,10
75,75,17,9
76,76,17,13
77,77,17,16
78,78,17,16
79,79,17,16
80,80,17,16
81,81,17,16
82,82,17,11
83,83,17,13
84,84,17,16
85,85,17,12
