,Generation,Father,Mother
0,0,10,9
1,1,13,11
2,2,13,13
3,3,15,13
4,4,16,16
5,5,16,13
6,6,16,14
7,7,16,14
8,8,16,15
9,9,16,13
10,10,16,11
11,11,16,11
12,12,16,12
13,13,16,11
14,14,16,14
15,15,16,12
16,16,16,13
17,17,16,15
18,18,16,16
19,19,16,13
20,20,16,16
21,21,16,15
22,22,16,15
23,23,16,14
24,24,16,12
25,25,16,11
26,26,16,15
27,27,16,13
28,28,16,13
29,29,16,16
30,30,16,14
31,31,16,12
32,32,16,10
33,33,16,15
34,34,16,13
35,35,16,10
36,36,16,15
37,37,16,15
38,38,16,16
39,39,16,15
40,40,16,12
41,41,16,12
42,42,16,16
43,43,16,16
44,44,16,15
45,45,16,14
46,46,16,10
47,47,16,16
48,48,16,11
49,49,16,12
