,Generation,Father,Mother
0,0,7,6
1,1,7,7
2,2,12,7
3,3,12,12
4,4,13,13
5,5,13,13
6,6,13,11
7,7,13,12
8,8,13,12
9,9,13,12
10,10,13,9
11,11,13,8
12,12,13,6
13,13,13,9
14,14,13,10
15,15,13,9
16,16,13,11
17,17,13,12
18,18,13,11
19,19,13,12
20,20,13,11
21,21,13,11
22,22,13,13
23,23,13,13
24,24,13,13
25,25,13,10
26,26,13,11
27,27,13,12
28,28,13,10
29,29,13,10
30,30,13,9
31,31,13,13
32,32,13,13
33,33,13,13
34,34,13,13
35,35,13,11
36,36,13,12
37,37,13,11
38,38,13,10
39,39,13,8
40,40,13,12
41,41,13,12
42,42,15,13
43,43,15,11
44,44,15,15
45,45,15,12
46,46,15,15
47,47,15,12
48,48,16,15
49,49,16,14
50,50,16,10
51,51,16,9
52,52,16,8
53,53,16,8
54,54,16,12
55,55,16,9
56,56,16,7
57,57,16,8
58,58,16,8
59,59,16,15
60,60,16,8
61,61,16,10
62,62,16,9
63,63,16,8
64,64,16,11
65,65,16,11
66,66,16,9
67,67,16,9
68,68,16,16
69,69,16,8
70,70,16,7
71,71,16,9
72,72,16,9
73,73,16,9
74,74,16,9
75,75,16,6
76,76,16,8
77,77,16,13
78,78,16,9
79,79,16,3
80,80,16,11
81,81,16,12
82,82,16,14
83,83,16,11
84,84,16,11
85,85,16,8
86,86,16,10
87,87,16,8
88,88,16,11
89,89,16,13
90,90,16,7
91,91,16,6
92,92,16,8
93,93,16,13
94,94,16,12
95,95,16,13
96,96,16,9
97,97,16,13
98,98,16,9
