,Generation,Father,Mother
0,0,8,6
1,1,10,8
2,2,10,10
3,3,10,9
4,4,10,8
5,5,12,10
6,6,12,9
7,7,12,11
8,8,15,13
9,9,15,13
10,10,15,12
11,11,15,15
12,12,15,11
13,13,15,14
14,14,15,11
15,15,17,15
16,16,17,11
17,17,17,12
18,18,17,13
19,19,17,15
20,20,17,11
21,21,17,16
22,22,17,16
23,23,17,13
24,24,17,15
25,25,17,15
26,26,17,15
27,27,17,15
28,28,17,13
29,29,17,11
30,30,17,17
31,31,17,12
32,32,17,11
33,33,17,14
34,34,17,16
35,35,17,9
36,36,17,12
37,37,17,15
38,38,17,17
39,39,17,15
40,40,17,11
41,41,17,11
42,42,17,12
43,43,17,11
44,44,17,16
45,45,17,14
