,Generation,Father,Mother
0,0,18,12
1,1,18,17
2,2,18,15
3,3,18,15
4,4,18,15
5,5,18,16
6,6,18,14
7,7,18,15
8,8,18,15
9,9,19,18
10,10,19,16
11,11,19,16
12,12,22,19
13,13,22,12
14,14,22,16
15,15,22,16
16,16,22,16
17,17,22,15
18,18,22,16
19,19,22,16
20,20,22,16
21,21,22,16
22,22,22,16
23,23,22,18
24,24,22,13
25,25,22,16
26,26,22,16
27,27,22,15
28,28,22,18
29,29,22,16
30,30,22,16
31,31,22,20
32,32,22,15
33,33,22,13
34,34,22,13
35,35,22,14
36,36,22,16
37,37,22,16
38,38,22,13
39,39,22,18
40,40,22,16
41,41,22,16
42,42,22,14
43,43,22,16
44,44,22,16
45,45,22,13
46,46,22,16
47,47,22,17
48,48,22,15
49,49,22,14
50,50,22,12
51,51,22,16
52,52,22,15
53,53,22,16
54,54,22,15
55,55,22,15
56,56,22,16
57,57,22,15
58,58,22,16
59,59,22,16
60,60,22,16
61,61,22,16
62,62,22,15
63,63,22,15
64,64,22,15
65,65,22,16
66,66,22,16
67,67,22,13
68,68,22,13
69,69,22,18
70,70,22,13
71,71,22,16
72,72,22,16
73,73,22,14
74,74,22,14
75,75,22,15
76,76,22,16
77,77,22,14
78,78,22,18
79,79,22,16
80,80,22,16
81,81,22,16
82,82,22,15
83,83,22,15
84,84,22,14
85,85,22,16
86,86,22,15
87,87,22,15
88,88,22,16
89,89,22,17
90,90,22,15
91,91,22,17
92,92,22,15
93,93,22,15
94,94,22,13
95,95,22,17
96,96,22,16
97,97,22,16
98,98,22,16
99,99,22,14
