,Generation,Father,Mother
0,0,9,6
1,1,9,8
2,2,12,9
3,3,12,9
4,4,12,8
5,5,12,7
6,6,12,9
7,7,12,9
8,8,12,9
9,9,12,5
10,10,12,7
11,11,12,10
12,12,12,10
13,13,12,10
14,14,13,12
15,15,13,11
16,16,13,8
17,17,13,12
18,18,13,12
19,19,13,12
20,20,13,10
21,21,13,10
22,22,13,12
23,23,13,11
24,24,13,10
25,25,13,12
26,26,13,12
27,27,13,13
28,28,13,11
29,29,13,8
30,30,13,9
31,31,13,11
32,32,13,12
33,33,14,13
34,34,14,12
35,35,14,13
36,36,14,9
37,37,14,9
38,38,14,12
39,39,14,14
40,40,14,10
41,41,14,10
42,42,14,11
43,43,14,12
44,44,14,14
45,45,14,14
46,46,14,13
47,47,14,12
48,48,14,8
49,49,14,10
