,Generation,Father,Mother
0,0,15,13
1,1,15,15
2,2,15,15
3,3,15,15
4,4,15,15
5,5,15,15
6,6,15,13
7,7,15,15
8,8,15,15
9,9,15,15
10,10,15,15
11,11,16,15
12,12,16,13
13,13,16,16
14,14,16,16
15,15,16,16
16,16,18,16
17,17,18,18
18,18,18,16
19,19,18,17
20,20,18,15
21,21,18,15
22,22,18,16
23,23,18,13
24,24,18,15
25,25,18,18
26,26,18,15
27,27,18,16
28,28,18,17
29,29,18,18
30,30,18,17
31,31,18,18
32,32,18,18
33,33,18,18
34,34,18,16
35,35,18,16
36,36,18,16
37,37,18,18
38,38,18,18
39,39,18,18
40,40,18,17
41,41,18,17
42,42,18,17
43,43,18,16
44,44,18,18
45,45,18,16
46,46,18,18
