,Generation,Father,Mother
0,0,12,12
1,1,15,14
2,2,15,15
3,3,15,15
4,4,16,16
5,5,16,16
6,6,16,16
7,7,18,16
8,8,18,18
9,9,18,17
10,10,18,16
11,11,18,15
12,12,18,16
13,13,18,16
14,14,18,15
15,15,18,16
16,16,18,15
17,17,18,15
18,18,18,17
19,19,18,18
20,20,18,16
21,21,18,16
22,22,18,17
23,23,18,17
24,24,18,16
25,25,18,16
26,26,18,16
27,27,18,16
28,28,18,16
29,29,18,16
30,30,18,17
31,31,18,13
32,32,18,16
33,33,18,16
34,34,18,16
35,35,18,18
36,36,18,16
37,37,18,16
38,38,18,13
39,39,18,16
40,40,18,15
41,41,18,15
42,42,18,15
43,43,18,18
44,44,18,14
45,45,18,13
46,46,18,15
47,47,18,16
48,48,18,18
49,49,18,18
