,Generation,Father,Mother
0,0,7,6
1,1,8,7
2,2,9,9
3,3,9,7
4,4,9,8
5,5,10,9
6,6,10,7
7,7,10,10
8,8,10,10
9,9,11,10
10,10,11,10
11,11,11,11
12,12,11,10
13,13,11,8
14,14,12,11
15,15,12,12
16,16,16,12
17,17,16,11
18,18,16,12
19,19,16,13
20,20,16,13
21,21,16,13
22,22,16,11
23,23,16,13
24,24,16,13
25,25,16,12
26,26,16,13
27,27,16,13
28,28,16,14
29,29,16,14
30,30,16,13
31,31,16,14
32,32,16,13
33,33,16,11
34,34,16,11
35,35,16,12
36,36,16,12
37,37,16,11
38,38,16,11
39,39,16,15
40,40,16,16
41,41,16,13
42,42,16,13
43,43,16,12
44,44,16,12
45,45,16,16
46,46,16,14
47,47,16,11
48,48,16,12
49,49,16,9
