,Generation,Father,Mother
0,0,9,8
1,1,10,10
2,2,13,10
3,3,13,11
4,4,16,13
5,5,16,16
6,6,16,12
7,7,16,15
8,8,16,16
9,9,16,16
10,10,16,16
11,11,16,16
12,12,16,16
13,13,16,15
14,14,16,16
15,15,16,16
16,16,16,16
17,17,16,13
18,18,16,16
19,19,16,13
20,20,16,14
21,21,16,13
22,22,16,13
23,23,16,16
24,24,16,12
25,25,16,13
26,26,16,11
27,27,16,13
28,28,16,13
29,29,16,13
30,30,16,13
31,31,16,13
32,32,16,12
33,33,16,14
34,34,16,14
35,35,16,16
36,36,16,13
37,37,16,16
38,38,16,12
39,39,16,12
40,40,16,15
41,41,16,16
42,42,16,15
43,43,16,13
44,44,16,16
45,45,16,13
46,46,16,13
47,47,16,16
48,48,16,14
49,49,16,10
50,50,16,16
51,51,16,13
52,52,16,16
53,53,16,15
54,54,16,13
55,55,16,14
56,56,16,13
57,57,16,16
58,58,16,16
59,59,16,13
60,60,16,16
61,61,16,16
62,62,16,16
63,63,16,16
64,64,16,16
65,65,16,12
66,66,16,16
67,67,16,16
68,68,16,14
69,69,16,14
70,70,16,13
71,71,16,15
72,72,16,16
73,73,16,13
74,74,16,15
75,75,16,16
76,76,16,12
77,77,16,15
78,78,16,13
79,79,16,10
80,80,16,16
81,81,16,15
82,82,16,13
83,83,16,13
84,84,16,16
85,85,16,15
86,86,16,16
87,87,16,15
88,88,16,13
89,89,16,15
90,90,16,15
91,91,16,15
92,92,16,15
93,93,16,13
94,94,16,16
95,95,16,16
96,96,16,14
97,97,16,15
98,98,16,12
99,99,16,11
100,100,16,16
101,101,16,16
102,102,16,16
103,103,16,10
104,104,16,13
105,105,16,13
106,106,16,13
107,107,16,16
108,108,16,13
109,109,16,16
110,110,16,16
111,111,16,15
112,112,16,15
113,113,16,16
114,114,16,13
115,115,16,11
116,116,16,13
117,117,16,14
118,118,16,14
119,119,16,16
120,120,16,12
121,121,16,16
122,122,16,16
123,123,16,11
124,124,16,16
125,125,16,16
126,126,16,16
127,127,16,13
128,128,16,16
129,129,16,16
130,130,16,13
131,131,16,14
132,132,16,13
133,133,16,13
134,134,16,15
135,135,16,16
136,136,16,13
137,137,16,15
138,138,16,15
139,139,16,12
140,140,16,13
141,141,16,13
142,142,16,16
143,143,16,16
144,144,16,15
145,145,16,15
146,146,16,15
147,147,16,15
148,148,16,15
149,149,16,16
150,150,16,16
151,151,16,16
152,152,16,12
153,153,16,13
154,154,16,16
155,155,16,13
156,156,16,10
157,157,16,14
158,158,16,13
159,159,16,12
160,160,16,12
161,161,16,16
162,162,16,12
163,163,16,13
164,164,17,16
165,165,17,13
166,166,17,13
167,167,17,14
168,168,17,17
169,169,17,9
170,170,17,14
171,171,17,17
172,172,17,16
173,173,17,14
174,174,17,15
175,175,17,14
176,176,17,16
177,177,17,15
178,178,17,16
179,179,17,10
180,180,17,16
181,181,17,15
182,182,17,17
183,183,17,14
184,184,17,17
185,185,17,14
186,186,17,17
187,187,17,14
188,188,17,13
189,189,17,14
190,190,17,13
191,191,17,16
192,192,17,15
193,193,17,15
194,194,17,15
195,195,18,17
196,196,18,13
197,197,18,13
198,198,18,12
199,199,18,14
200,200,18,15
201,201,18,13
202,202,18,13
203,203,18,16
204,204,18,10
205,205,18,13
206,206,18,12
207,207,18,11
208,208,18,11
209,209,18,13
210,210,18,16
211,211,18,18
212,212,18,13
213,213,18,9
214,214,18,9
215,215,18,15
216,216,18,13
217,217,18,15
218,218,18,13
219,219,18,12
220,220,18,14
221,221,18,14
222,222,18,16
223,223,18,13
224,224,18,13
225,225,18,12
226,226,18,13
227,227,18,16
228,228,18,11
229,229,18,14
230,230,18,11
231,231,18,13
232,232,18,12
233,233,18,12
234,234,18,9
235,235,18,13
236,236,18,16
237,237,18,13
238,238,18,13
239,239,18,13
240,240,18,16
241,241,18,15
242,242,18,13
243,243,18,13
244,244,18,12
245,245,18,13
246,246,18,15
247,247,18,13
248,248,18,13
249,249,18,13
