,Generation,Father,Mother
0,0,18,13
1,1,18,14
2,2,18,17
3,3,18,18
4,4,18,18
5,5,18,17
6,6,18,16
7,7,18,17
8,8,18,17
9,9,18,18
10,10,18,16
11,11,18,18
12,12,18,18
13,13,18,18
14,14,18,18
15,15,18,15
16,16,18,13
17,17,18,13
18,18,18,16
19,19,18,15
20,20,18,16
21,21,18,13
22,22,18,15
23,23,18,18
24,24,18,15
25,25,18,17
26,26,18,17
27,27,18,15
28,28,18,15
29,29,18,16
30,30,18,16
31,31,18,12
32,32,18,16
33,33,18,15
34,34,18,15
35,35,18,13
36,36,18,16
37,37,18,16
38,38,18,18
39,39,18,16
40,40,18,15
41,41,18,16
42,42,18,16
43,43,18,16
44,44,18,18
45,45,18,15
46,46,18,12
47,47,18,16
48,48,18,15
49,49,18,18
50,50,18,18
