,Generation,Father,Mother
0,0,6,5
1,1,7,7
2,2,7,5
3,3,11,9
4,4,12,11
5,5,12,12
6,6,12,12
7,7,12,11
8,8,12,10
9,9,12,10
10,10,13,12
11,11,13,13
12,12,14,13
13,13,14,6
14,14,14,5
15,15,14,7
16,16,14,11
17,17,14,9
18,18,14,11
19,19,14,8
20,20,14,9
21,21,14,8
22,22,14,10
23,23,14,9
24,24,14,9
25,25,14,10
26,26,14,12
27,27,14,8
28,28,14,7
29,29,14,13
30,30,14,14
31,31,14,9
32,32,14,9
33,33,14,12
34,34,14,8
35,35,14,11
36,36,14,12
37,37,14,10
38,38,14,8
39,39,14,6
40,40,14,7
41,41,14,8
42,42,14,10
43,43,14,13
44,44,14,10
45,45,14,13
46,46,14,11
47,47,14,10
48,48,14,11
49,49,14,13
50,50,14,13
51,51,14,9
52,52,14,12
53,53,14,8
54,54,14,9
55,55,14,10
56,56,14,9
57,57,16,14
58,58,16,8
59,59,16,8
60,60,16,9
61,61,16,10
62,62,16,10
63,63,16,11
64,64,16,15
65,65,16,10
66,66,16,13
67,67,16,11
68,68,16,13
69,69,16,9
70,70,16,13
71,71,16,10
72,72,16,11
73,73,16,8
74,74,16,8
75,75,16,9
76,76,16,8
77,77,16,11
78,78,16,9
79,79,16,9
80,80,16,8
81,81,16,13
82,82,16,10
83,83,16,10
84,84,16,12
85,85,16,14
86,86,16,12
87,87,16,10
88,88,16,13
89,89,16,14
90,90,16,12
91,91,16,10
92,92,16,10
93,93,16,15
94,94,16,10
95,95,16,8
96,96,16,9
97,97,16,8
98,98,16,12
99,99,16,12
100,100,16,9
101,101,16,16
102,102,16,11
103,103,16,8
104,104,16,16
105,105,16,12
106,106,16,7
107,107,16,9
108,108,16,9
109,109,16,12
110,110,16,15
111,111,16,16
112,112,16,11
113,113,16,10
114,114,16,14
115,115,16,13
116,116,16,14
117,117,16,13
118,118,16,9
119,119,16,8
120,120,16,10
121,121,16,16
122,122,16,16
123,123,16,13
124,124,17,16
125,125,17,15
126,126,17,13
127,127,17,8
128,128,17,11
129,129,17,10
130,130,17,9
131,131,17,10
132,132,17,8
133,133,17,9
134,134,17,15
135,135,17,17
136,136,17,17
137,137,17,8
138,138,17,8
139,139,17,8
140,140,17,10
141,141,17,13
142,142,17,15
143,143,17,8
144,144,17,16
145,145,17,16
146,146,17,11
147,147,17,12
148,148,17,7
149,149,17,14
150,150,17,12
151,151,17,11
152,152,17,16
153,153,17,8
154,154,17,8
155,155,17,10
156,156,17,12
157,157,17,15
158,158,17,8
159,159,17,10
160,160,17,11
161,161,17,9
162,162,17,8
163,163,17,8
164,164,17,12
165,165,17,11
166,166,17,14
167,167,17,14
168,168,17,15
169,169,17,8
170,170,17,8
171,171,17,8
172,172,17,10
173,173,17,12
174,174,17,15
175,175,17,7
176,176,17,11
177,177,17,11
178,178,17,15
179,179,17,8
180,180,17,11
181,181,17,11
182,182,17,8
183,183,17,15
184,184,17,9
185,185,17,16
186,186,17,7
187,187,17,9
188,188,17,15
189,189,17,7
190,190,17,8
191,191,17,11
192,192,17,8
193,193,17,14
194,194,17,8
195,195,17,9
196,196,17,11
197,197,17,10
198,198,17,14
199,199,17,14
200,200,17,10
201,201,17,8
202,202,17,9
203,203,17,14
204,204,17,12
205,205,17,12
206,206,17,15
207,207,17,13
208,208,17,16
209,209,17,13
210,210,17,16
211,211,17,13
212,212,17,15
213,213,17,9
214,214,17,7
215,215,17,8
216,216,17,7
217,217,17,15
218,218,17,10
219,219,17,12
220,220,17,14
221,221,17,12
222,222,17,13
223,223,17,14
224,224,17,8
225,225,17,11
226,226,17,7
227,227,17,10
228,228,17,16
229,229,17,8
230,230,17,7
231,231,17,16
232,232,17,11
