,Generation,Father,Mother
0,0,12,9
1,1,13,12
2,2,14,13
3,3,15,15
4,4,15,15
5,5,15,13
6,6,15,15
7,7,15,12
8,8,15,15
9,9,15,12
10,10,15,12
11,11,15,12
12,12,15,12
13,13,16,15
14,14,16,15
15,15,16,12
16,16,16,14
17,17,16,13
18,18,16,13
19,19,16,12
20,20,16,8
21,21,16,10
22,22,16,11
23,23,16,12
24,24,16,12
25,25,16,12
26,26,16,9
27,27,16,14
28,28,16,13
29,29,16,11
30,30,16,9
31,31,16,10
32,32,16,8
33,33,16,16
34,34,16,13
35,35,16,16
36,36,16,10
37,37,16,11
38,38,16,13
39,39,16,13
40,40,16,13
41,41,16,15
42,42,16,10
43,43,16,11
44,44,16,11
45,45,16,13
46,46,16,13
47,47,16,11
48,48,16,12
49,49,16,10
50,50,16,16
51,51,16,11
52,52,16,13
53,53,16,10
54,54,16,13
55,55,16,12
56,56,16,9
57,57,16,13
58,58,16,12
59,59,16,16
60,60,16,13
61,61,16,14
62,62,16,10
63,63,16,13
