,Generation,Father,Mother
0,0,13,11
1,1,13,13
2,2,16,13
3,3,16,15
4,4,16,15
5,5,16,15
6,6,16,15
7,7,16,16
8,8,16,16
9,9,16,16
10,10,16,15
11,11,16,12
12,12,16,15
13,13,16,15
14,14,16,16
15,15,16,14
16,16,16,15
17,17,16,16
18,18,16,15
19,19,16,15
20,20,16,16
21,21,18,16
22,22,18,14
23,23,18,15
24,24,18,13
25,25,18,13
26,26,18,11
27,27,18,15
28,28,18,16
29,29,18,14
30,30,18,14
31,31,18,15
32,32,18,14
33,33,18,15
34,34,18,17
35,35,18,17
36,36,18,16
37,37,18,15
38,38,18,15
39,39,18,15
40,40,18,15
41,41,18,16
42,42,18,16
43,43,18,12
44,44,18,16
45,45,18,16
46,46,18,13
47,47,18,18
48,48,18,16
49,49,18,18
50,50,18,16
51,51,18,13
