,Generation,Father,Mother
0,0,11,10
1,1,12,11
2,2,12,11
3,3,12,11
4,4,12,12
5,5,12,12
6,6,13,13
7,7,13,13
8,8,13,13
9,9,13,13
10,10,13,13
11,11,13,13
12,12,13,13
13,13,13,13
14,14,15,13
15,15,15,13
16,16,15,11
17,17,15,13
18,18,15,10
19,19,15,12
20,20,15,15
21,21,15,15
22,22,15,15
23,23,15,15
24,24,15,15
25,25,15,15
26,26,15,15
27,27,15,15
28,28,15,15
29,29,15,12
30,30,15,13
31,31,15,13
32,32,15,15
33,33,15,15
34,34,15,15
35,35,15,12
36,36,15,10
37,37,15,10
38,38,15,9
39,39,15,15
40,40,15,10
41,41,15,7
42,42,15,9
43,43,15,12
44,44,15,15
