,Generation,Father,Mother
0,0,15,15
1,1,15,13
2,2,16,15
3,3,16,16
4,4,16,16
5,5,16,16
6,6,16,16
7,7,16,15
8,8,16,15
9,9,16,15
10,10,16,16
11,11,16,16
12,12,16,16
13,13,16,16
14,14,16,16
15,15,16,16
16,16,16,16
17,17,16,16
18,18,16,16
19,19,16,12
20,20,16,16
21,21,16,16
22,22,16,16
23,23,16,16
24,24,16,16
25,25,16,16
26,26,16,16
27,27,16,16
28,28,16,16
29,29,16,16
30,30,17,16
31,31,17,17
32,32,18,17
33,33,18,13
34,34,18,15
35,35,18,13
36,36,18,17
37,37,18,16
38,38,18,15
39,39,18,16
40,40,18,16
41,41,18,16
42,42,18,16
43,43,18,16
44,44,18,16
45,45,18,15
46,46,18,14
47,47,18,15
48,48,18,15
49,49,18,13
