,Generation,Father,Mother
0,0,9,8
1,1,11,11
2,2,11,11
3,3,15,11
4,4,16,15
5,5,16,12
6,6,16,10
7,7,16,13
8,8,16,16
9,9,16,15
10,10,16,13
11,11,16,13
12,12,16,16
13,13,16,16
14,14,18,16
15,15,18,16
16,16,18,13
17,17,18,12
18,18,18,18
19,19,18,16
20,20,18,18
21,21,18,13
22,22,18,10
23,23,18,15
24,24,18,16
25,25,18,8
26,26,18,17
27,27,18,13
28,28,18,10
29,29,18,12
30,30,18,12
31,31,18,11
32,32,18,13
33,33,18,11
34,34,18,12
35,35,18,14
36,36,18,16
37,37,18,11
38,38,18,12
39,39,18,17
40,40,18,16
41,41,18,9
42,42,18,12
43,43,18,12
44,44,18,10
