,Generation,Father,Mother
0,0,14,13
1,1,14,14
2,2,15,14
3,3,15,13
4,4,15,12
5,5,15,13
6,6,15,13
7,7,15,13
8,8,15,10
9,9,15,13
10,10,15,15
11,11,15,12
12,12,15,14
13,13,15,12
14,14,16,15
15,15,16,16
16,16,16,12
17,17,16,16
18,18,16,16
19,19,16,16
20,20,16,15
21,21,16,16
22,22,16,13
23,23,16,16
24,24,16,13
25,25,16,12
26,26,16,16
27,27,16,16
28,28,16,15
29,29,16,16
30,30,16,16
31,31,16,16
32,32,16,16
33,33,16,13
34,34,16,15
35,35,16,13
36,36,16,16
37,37,16,12
38,38,16,15
39,39,16,12
40,40,16,15
41,41,16,15
42,42,16,16
43,43,16,16
44,44,16,16
45,45,16,11
46,46,16,10
47,47,16,13
48,48,16,16
49,49,16,12
50,50,16,12
51,51,16,16
52,52,16,16
53,53,16,11
54,54,16,15
55,55,16,13
56,56,16,13
57,57,16,16
58,58,16,12
59,59,16,13
60,60,16,16
61,61,17,16
62,62,17,16
63,63,17,16
64,64,17,16
65,65,17,17
66,66,18,18
67,67,18,16
68,68,18,13
69,69,18,13
70,70,18,16
71,71,18,15
72,72,18,15
73,73,18,15
74,74,18,15
75,75,18,16
76,76,18,15
77,77,18,16
78,78,18,13
79,79,18,15
80,80,18,13
81,81,18,18
82,82,18,18
83,83,18,16
84,84,18,13
85,85,18,15
86,86,18,15
87,87,18,15
88,88,18,15
89,89,18,15
90,90,18,15
91,91,18,11
92,92,18,15
93,93,18,16
94,94,18,16
95,95,18,13
96,96,18,16
97,97,18,14
98,98,18,15
99,99,18,16
