,Generation,Father,Mother
0,0,9,8
1,1,14,10
2,2,14,10
3,3,16,14
4,4,16,10
5,5,16,12
6,6,16,16
7,7,16,16
8,8,16,9
9,9,16,13
10,10,16,13
11,11,16,13
12,12,16,11
13,13,16,10
14,14,16,12
15,15,16,12
16,16,16,10
17,17,16,9
18,18,16,16
19,19,16,13
20,20,16,13
21,21,16,11
22,22,16,14
23,23,16,14
24,24,16,8
25,25,16,12
26,26,16,8
27,27,16,13
28,28,16,11
29,29,16,12
30,30,16,11
31,31,16,12
32,32,16,9
33,33,16,13
34,34,16,10
35,35,16,8
36,36,16,12
37,37,16,15
38,38,16,12
39,39,16,8
40,40,16,14
41,41,16,9
42,42,16,9
43,43,16,10
44,44,16,12
45,45,16,16
46,46,16,15
47,47,16,12
48,48,16,12
49,49,16,11
