,Generation,Father,Mother
0,0,11,8
1,1,12,12
2,2,15,12
3,3,16,15
4,4,16,13
5,5,16,15
6,6,16,16
7,7,16,11
8,8,16,10
9,9,16,15
10,10,16,14
11,11,16,15
12,12,16,12
13,13,16,13
14,14,16,15
15,15,16,9
16,16,16,11
17,17,16,7
18,18,16,9
19,19,16,12
20,20,16,15
21,21,16,15
22,22,16,8
23,23,16,16
24,24,16,13
25,25,16,10
26,26,16,8
27,27,16,15
28,28,16,13
29,29,16,12
30,30,16,12
31,31,16,8
32,32,16,16
33,33,16,13
34,34,16,9
35,35,16,13
36,36,16,16
37,37,16,11
38,38,16,13
39,39,16,11
40,40,16,9
41,41,16,15
42,42,16,16
43,43,16,13
44,44,16,16
45,45,16,12
46,46,16,8
47,47,16,13
48,48,16,7
49,49,16,8
