,Generation,Father,Mother
0,0,7,5
1,1,8,8
2,2,12,8
3,3,12,9
4,4,12,10
5,5,12,12
6,6,13,12
7,7,13,13
8,8,13,11
9,9,13,11
10,10,13,13
11,11,13,12
12,12,13,11
13,13,13,12
14,14,13,13
15,15,13,13
16,16,13,13
17,17,13,11
18,18,13,9
19,19,13,11
20,20,13,12
21,21,13,11
22,22,13,10
23,23,13,10
24,24,13,11
25,25,13,13
26,26,13,13
27,27,13,8
28,28,13,13
29,29,13,10
30,30,13,9
31,31,13,10
32,32,13,9
33,33,13,11
34,34,13,11
35,35,13,13
36,36,13,12
37,37,13,13
38,38,13,12
39,39,13,12
40,40,13,9
41,41,13,12
42,42,13,13
43,43,13,12
44,44,13,10
45,45,13,10
46,46,13,12
47,47,13,13
48,48,13,11
49,49,13,9
