,Generation,Father,Mother
0,0,8,7
1,1,11,8
2,2,11,7
3,3,11,10
4,4,11,9
5,5,11,9
6,6,11,10
7,7,11,10
8,8,11,11
9,9,12,11
10,10,12,10
11,11,13,12
12,12,13,8
13,13,13,12
14,14,13,13
15,15,16,13
16,16,16,14
17,17,16,9
18,18,16,16
19,19,16,13
20,20,16,11
21,21,16,16
22,22,16,15
23,23,16,11
24,24,16,13
25,25,16,11
26,26,16,11
27,27,16,8
28,28,16,12
29,29,16,13
30,30,16,12
31,31,16,13
32,32,16,12
33,33,16,12
34,34,16,13
35,35,16,12
36,36,16,13
37,37,16,13
38,38,16,11
39,39,16,11
40,40,16,13
41,41,16,10
42,42,16,13
43,43,16,13
44,44,16,12
45,45,16,12
46,46,16,14
47,47,16,16
48,48,16,11
49,49,16,12
