,Generation,Father,Mother
0,0,9,7
1,1,11,10
2,2,13,11
3,3,13,11
4,4,13,13
5,5,15,13
6,6,15,11
7,7,15,11
8,8,15,15
9,9,15,10
10,10,15,12
11,11,15,10
12,12,15,8
13,13,15,14
14,14,15,9
15,15,15,11
16,16,15,12
17,17,15,11
18,18,15,10
19,19,15,12
20,20,15,13
21,21,15,13
22,22,15,12
23,23,15,13
24,24,15,12
25,25,15,12
26,26,15,11
27,27,15,15
28,28,15,14
29,29,15,9
30,30,15,13
31,31,16,15
32,32,16,8
33,33,16,15
34,34,16,15
35,35,16,13
36,36,16,11
37,37,16,13
38,38,16,13
39,39,16,13
40,40,16,15
41,41,16,15
42,42,16,13
43,43,16,13
44,44,16,13
45,45,16,16
46,46,16,12
47,47,16,13
48,48,16,15
49,49,16,13
