,Generation,Father,Mother
0,0,15,14
1,1,15,15
2,2,15,15
3,3,15,13
4,4,15,15
5,5,15,15
6,6,15,15
7,7,16,15
8,8,16,16
9,9,16,16
10,10,16,14
11,11,16,12
12,12,16,14
13,13,17,16
14,14,17,13
15,15,17,17
16,16,17,17
17,17,17,17
18,18,17,17
19,19,17,15
20,20,17,13
21,21,17,16
22,22,17,15
23,23,17,13
24,24,17,16
25,25,17,16
26,26,17,13
27,27,17,17
28,28,17,13
29,29,17,16
30,30,17,16
31,31,17,16
32,32,17,14
33,33,17,14
34,34,17,17
35,35,17,16
36,36,17,16
37,37,17,16
38,38,17,16
39,39,17,13
40,40,17,13
41,41,17,13
42,42,17,13
43,43,17,13
