,Generation,Father,Mother
0,0,9,8
1,1,13,11
2,2,13,9
3,3,13,12
4,4,13,13
5,5,13,13
6,6,16,13
7,7,16,13
8,8,16,11
9,9,16,13
10,10,16,11
11,11,16,15
12,12,16,16
13,13,16,13
14,14,16,13
15,15,16,13
16,16,16,13
17,17,16,12
18,18,16,16
19,19,16,12
20,20,16,13
21,21,16,13
22,22,16,13
23,23,16,12
24,24,16,12
25,25,16,11
26,26,16,16
27,27,16,13
28,28,16,11
29,29,16,12
30,30,16,12
31,31,16,10
32,32,16,12
33,33,16,13
34,34,16,11
35,35,16,10
36,36,16,9
37,37,16,12
38,38,16,12
39,39,16,16
40,40,16,14
41,41,16,15
42,42,16,16
43,43,16,12
44,44,16,11
45,45,16,11
46,46,16,13
47,47,16,11
48,48,16,11
49,49,16,11
50,50,16,11
51,51,16,15
52,52,16,11
53,53,16,9
54,54,16,12
55,55,16,15
56,56,16,15
57,57,16,16
58,58,16,11
59,59,16,11
60,60,16,11
61,61,16,12
62,62,16,12
63,63,16,13
64,64,16,13
65,65,16,13
66,66,16,16
67,67,16,12
68,68,16,13
69,69,16,11
70,70,16,12
71,71,16,9
72,72,16,11
73,73,16,11
74,74,16,16
75,75,16,16
76,76,16,15
77,77,16,15
78,78,16,11
79,79,16,12
80,80,16,11
81,81,16,15
82,82,16,13
83,83,16,13
84,84,16,12
85,85,16,10
86,86,16,12
87,87,16,13
88,88,16,13
89,89,16,15
90,90,16,11
91,91,16,12
92,92,16,12
93,93,16,12
94,94,16,11
95,95,16,11
96,96,16,16
97,97,16,16
98,98,16,11
99,99,16,11
100,100,16,13
101,101,16,13
102,102,16,11
103,103,16,12
104,104,16,14
105,105,16,16
106,106,16,11
107,107,16,9
108,108,16,10
109,109,16,8
110,110,16,10
111,111,16,13
112,112,16,13
113,113,16,8
114,114,16,10
115,115,16,11
116,116,16,15
117,117,16,12
118,118,16,11
119,119,16,10
120,120,16,11
121,121,16,13
122,122,16,11
123,123,16,16
124,124,16,11
125,125,16,10
126,126,16,13
127,127,16,13
128,128,16,11
129,129,16,12
130,130,16,13
131,131,16,11
132,132,16,11
133,133,16,13
134,134,16,16
135,135,16,11
136,136,16,12
137,137,16,12
138,138,16,11
139,139,16,11
140,140,16,11
141,141,16,15
142,142,16,12
143,143,16,10
144,144,16,11
145,145,16,10
146,146,16,11
147,147,16,12
148,148,16,11
149,149,16,13
150,150,16,12
151,151,16,13
152,152,16,13
153,153,16,10
154,154,16,14
155,155,16,12
156,156,16,12
