,Generation,Father,Mother
0,0,13,7
1,1,13,13
2,2,13,9
3,3,13,13
4,4,13,13
5,5,13,7
6,6,13,5
7,7,13,9
8,8,13,5
9,9,14,13
10,10,14,9
11,11,14,12
12,12,14,10
13,13,14,11
14,14,16,14
15,15,16,15
16,16,16,8
17,17,16,14
18,18,16,14
19,19,16,10
20,20,16,6
21,21,16,8
22,22,16,7
23,23,16,9
24,24,16,16
25,25,16,12
26,26,16,12
27,27,16,10
28,28,16,11
29,29,16,15
30,30,16,16
31,31,16,15
32,32,16,13
33,33,16,16
34,34,16,16
35,35,16,16
36,36,16,8
37,37,16,10
38,38,16,11
39,39,16,16
40,40,16,10
41,41,16,8
42,42,16,12
43,43,16,11
44,44,16,8
