,Generation,Father,Mother
0,0,7,7
1,1,12,7
2,2,12,9
3,3,12,12
4,4,12,12
5,5,12,12
6,6,16,12
7,7,16,8
8,8,16,12
9,9,16,13
10,10,16,12
11,11,16,16
12,12,16,15
13,13,16,16
14,14,16,16
15,15,16,11
16,16,16,13
17,17,16,11
18,18,16,16
19,19,16,16
20,20,16,16
21,21,16,8
22,22,16,16
23,23,16,12
24,24,16,10
25,25,16,13
26,26,16,16
27,27,16,12
28,28,16,16
29,29,16,15
30,30,16,15
31,31,16,9
32,32,16,15
33,33,16,16
34,34,16,16
35,35,18,16
36,36,18,18
37,37,18,13
38,38,18,15
39,39,18,15
40,40,18,18
41,41,18,15
42,42,18,18
43,43,18,18
44,44,18,15
45,45,18,18
46,46,18,18
47,47,18,18
48,48,18,18
49,49,18,18
50,50,18,16
51,51,18,15
52,52,18,10
53,53,18,13
54,54,18,16
55,55,18,13
56,56,18,18
57,57,18,15
58,58,18,13
59,59,18,12
60,60,18,9
61,61,18,16
62,62,18,16
63,63,18,16
64,64,18,18
65,65,18,16
66,66,18,18
67,67,18,8
68,68,18,16
69,69,18,18
70,70,18,18
71,71,18,10
72,72,18,18
73,73,18,18
74,74,18,16
75,75,18,15
76,76,18,16
77,77,18,16
78,78,18,16
79,79,18,18
80,80,18,16
81,81,18,15
82,82,18,10
83,83,18,16
84,84,18,9
85,85,18,18
86,86,18,16
87,87,18,18
88,88,18,18
89,89,18,15
90,90,18,16
91,91,18,9
92,92,18,16
93,93,18,13
94,94,18,16
95,95,18,18
96,96,18,10
97,97,18,12
98,98,18,15
99,99,18,13
100,100,18,15
101,101,18,15
102,102,18,18
103,103,18,18
104,104,18,18
105,105,18,18
106,106,18,18
107,107,18,18
108,108,18,16
109,109,18,18
110,110,18,10
111,111,18,15
112,112,18,15
113,113,18,14
114,114,18,9
115,115,18,14
116,116,18,14
117,117,18,16
118,118,18,16
119,119,18,16
120,120,18,13
121,121,18,9
122,122,18,13
123,123,18,16
124,124,18,16
125,125,18,16
126,126,18,10
127,127,18,16
128,128,18,9
129,129,18,16
130,130,18,17
131,131,18,8
132,132,18,10
133,133,18,10
134,134,18,11
135,135,18,13
136,136,18,12
137,137,18,15
138,138,18,15
139,139,18,15
140,140,18,10
141,141,18,13
142,142,18,15
143,143,18,15
144,144,18,13
145,145,18,16
146,146,18,16
147,147,18,18
148,148,18,13
149,149,18,16
150,150,18,16
151,151,18,16
152,152,18,15
153,153,18,13
154,154,18,13
155,155,18,16
156,156,18,16
157,157,18,16
158,158,18,16
159,159,18,11
160,160,18,14
161,161,18,14
162,162,18,18
163,163,18,18
164,164,18,13
165,165,18,18
166,166,18,16
167,167,18,18
168,168,18,18
169,169,18,18
170,170,18,16
171,171,18,13
172,172,18,18
173,173,18,18
174,174,18,18
175,175,18,17
176,176,18,15
177,177,18,11
