,Generation,Father,Mother
0,0,13,12
1,1,15,13
2,2,16,15
3,3,16,13
4,4,18,16
5,5,18,16
6,6,18,16
7,7,18,15
8,8,18,17
9,9,18,18
10,10,18,18
11,11,18,16
12,12,18,15
13,13,18,16
14,14,18,16
15,15,18,15
16,16,18,14
17,17,18,16
18,18,18,16
19,19,18,18
20,20,18,18
21,21,18,18
22,22,18,18
23,23,18,16
24,24,18,16
25,25,18,18
26,26,18,13
27,27,18,18
28,28,18,15
29,29,18,18
30,30,18,17
31,31,18,16
32,32,18,16
33,33,18,15
34,34,18,16
35,35,18,18
36,36,18,17
37,37,18,15
38,38,18,17
39,39,18,18
40,40,18,18
41,41,18,16
42,42,18,16
43,43,18,13
44,44,18,16
45,45,18,16
46,46,18,18
47,47,18,15
48,48,18,18
49,49,18,15
50,50,18,15
51,51,18,15
52,52,18,16
53,53,18,13
54,54,18,11
55,55,18,16
56,56,18,18
57,57,18,18
58,58,18,17
59,59,18,15
60,60,18,18
61,61,18,16
62,62,18,13
63,63,18,18
64,64,18,15
65,65,18,15
66,66,18,16
67,67,18,16
68,68,18,18
69,69,18,18
70,70,18,18
71,71,18,18
72,72,18,15
73,73,18,16
74,74,18,16
75,75,18,14
76,76,18,16
77,77,18,18
78,78,18,18
79,79,18,17
80,80,18,16
81,81,18,18
82,82,18,18
83,83,18,15
84,84,18,18
85,85,18,17
86,86,18,16
87,87,18,18
88,88,18,18
89,89,18,17
90,90,18,18
91,91,18,13
92,92,18,18
93,93,18,18
94,94,18,18
95,95,18,14
96,96,18,14
97,97,18,16
98,98,18,16
99,99,18,15
