,Generation,Father,Mother
0,0,10,9
1,1,12,10
2,2,13,12
3,3,13,12
4,4,13,13
5,5,13,12
6,6,13,9
7,7,13,12
8,8,13,12
9,9,13,11
10,10,13,12
11,11,13,12
12,12,13,11
13,13,13,11
14,14,13,12
15,15,13,13
16,16,13,13
17,17,13,11
18,18,13,11
19,19,15,13
20,20,15,15
21,21,15,15
22,22,15,11
23,23,15,11
24,24,15,10
25,25,15,12
26,26,15,13
27,27,15,11
28,28,15,9
29,29,15,11
30,30,15,14
31,31,15,15
32,32,15,15
33,33,15,11
34,34,15,11
35,35,15,11
36,36,15,10
37,37,15,10
38,38,16,15
39,39,16,10
40,40,16,16
41,41,16,12
42,42,16,12
43,43,16,11
44,44,16,15
45,45,16,15
46,46,16,9
47,47,16,10
48,48,16,9
49,49,16,11
