,Generation,Father,Mother
0,0,12,11
1,1,14,12
2,2,14,12
3,3,14,11
4,4,14,9
5,5,14,11
6,6,14,13
7,7,16,16
8,8,16,16
9,9,16,13
10,10,16,12
11,11,16,12
12,12,16,13
13,13,16,16
14,14,16,13
15,15,16,11
16,16,16,12
17,17,16,11
18,18,16,11
19,19,16,16
20,20,16,16
21,21,16,16
22,22,16,12
23,23,16,11
24,24,16,12
25,25,16,12
26,26,16,16
27,27,16,13
28,28,16,15
29,29,16,10
30,30,16,10
31,31,16,9
32,32,16,12
33,33,16,12
34,34,16,12
35,35,16,15
36,36,16,14
37,37,16,10
38,38,16,13
39,39,16,13
40,40,16,13
41,41,16,11
42,42,16,14
43,43,16,15
44,44,16,12
45,45,16,16
46,46,16,12
47,47,16,11
48,48,16,13
49,49,16,16
50,50,16,12
51,51,16,13
52,52,16,11
53,53,16,11
54,54,16,10
55,55,16,13
56,56,16,11
57,57,16,12
58,58,16,16
59,59,16,12
60,60,16,10
61,61,16,14
62,62,16,15
63,63,16,11
64,64,16,15
65,65,16,12
66,66,16,14
67,67,16,15
68,68,16,15
69,69,16,12
70,70,16,9
71,71,16,13
72,72,16,12
73,73,16,12
74,74,16,14
75,75,16,16
76,76,16,14
77,77,16,14
78,78,16,12
79,79,16,15
80,80,16,13
81,81,16,13
82,82,16,15
83,83,16,12
84,84,16,11
85,85,16,13
86,86,16,13
87,87,16,9
88,88,16,14
89,89,16,13
90,90,16,9
91,91,16,13
92,92,16,13
93,93,16,9
94,94,16,14
95,95,16,10
96,96,16,13
97,97,16,9
98,98,16,12
99,99,16,10
100,100,16,11
101,101,16,13
102,102,16,11
103,103,16,14
104,104,16,14
105,105,16,12
106,106,16,13
107,107,16,13
108,108,16,15
109,109,16,12
110,110,16,10
111,111,16,13
112,112,16,16
113,113,16,16
114,114,16,9
115,115,16,13
116,116,16,12
117,117,16,10
118,118,16,14
119,119,16,15
120,120,16,11
121,121,16,12
122,122,16,12
123,123,16,13
124,124,16,13
125,125,16,11
126,126,16,16
127,127,16,15
128,128,16,13
129,129,16,12
130,130,16,12
131,131,16,13
132,132,16,13
133,133,16,13
134,134,16,13
135,135,16,16
136,136,16,15
137,137,16,13
138,138,16,15
139,139,16,12
140,140,16,13
141,141,16,12
142,142,16,13
143,143,16,13
144,144,16,9
145,145,16,13
146,146,16,10
147,147,16,11
148,148,16,10
149,149,16,15
150,150,16,12
151,151,16,8
152,152,16,12
153,153,16,12
154,154,16,11
155,155,16,13
156,156,16,13
157,157,16,16
158,158,16,11
159,159,16,9
160,160,16,13
161,161,16,15
162,162,16,12
163,163,16,14
164,164,16,12
165,165,16,11
166,166,16,12
167,167,16,11
168,168,16,11
169,169,16,13
170,170,16,12
171,171,16,14
172,172,16,16
173,173,16,11
174,174,16,16
175,175,16,16
