,Generation,Father,Mother
0,0,9,4
1,1,10,9
2,2,12,10
3,3,12,11
4,4,12,8
5,5,12,11
6,6,12,11
7,7,12,12
8,8,12,11
9,9,13,12
10,10,13,12
11,11,13,10
12,12,13,11
13,13,15,13
14,14,15,11
15,15,15,12
16,16,15,11
17,17,15,11
18,18,15,11
19,19,15,11
20,20,15,10
21,21,15,7
22,22,15,13
23,23,15,10
24,24,15,10
25,25,15,10
26,26,15,11
27,27,15,11
28,28,15,8
29,29,15,7
30,30,15,11
31,31,15,11
32,32,15,10
33,33,15,8
34,34,15,10
35,35,15,9
36,36,15,10
37,37,15,11
38,38,16,15
39,39,16,16
40,40,16,10
41,41,16,13
42,42,16,11
43,43,16,11
44,44,16,13
45,45,16,11
46,46,16,9
47,47,16,12
48,48,16,13
49,49,16,12
50,50,16,9
51,51,16,10
52,52,16,12
53,53,16,11
54,54,16,13
55,55,16,16
56,56,16,10
57,57,16,9
58,58,16,11
59,59,16,11
60,60,16,12
61,61,16,11
62,62,16,10
63,63,16,13
64,64,16,13
65,65,16,11
66,66,16,8
67,67,16,11
68,68,16,11
69,69,16,8
70,70,16,15
71,71,16,10
72,72,16,12
73,73,16,9
74,74,16,8
75,75,16,8
76,76,16,12
77,77,16,16
78,78,16,8
79,79,16,7
80,80,16,10
81,81,16,11
82,82,16,8
83,83,16,8
84,84,16,15
85,85,16,9
86,86,16,14
87,87,16,12
88,88,16,11
89,89,16,10
90,90,16,12
91,91,16,13
92,92,16,11
93,93,16,10
94,94,16,11
95,95,16,12
96,96,16,11
97,97,16,12
98,98,16,9
99,99,16,16
100,100,16,12
101,101,16,11
102,102,16,8
103,103,16,11
104,104,16,11
105,105,16,10
106,106,16,10
107,107,16,16
108,108,16,11
109,109,16,12
110,110,16,6
111,111,16,10
112,112,16,11
113,113,16,12
114,114,16,13
115,115,16,12
116,116,16,13
117,117,16,13
118,118,16,13
119,119,16,10
120,120,16,8
121,121,16,12
122,122,16,12
123,123,16,14
124,124,16,13
125,125,16,11
126,126,16,9
127,127,16,13
128,128,16,12
129,129,16,13
130,130,16,16
131,131,16,13
132,132,16,10
133,133,16,11
134,134,16,9
135,135,16,13
136,136,16,10
137,137,16,8
138,138,16,10
139,139,16,8
140,140,16,10
141,141,16,11
142,142,16,11
143,143,16,11
144,144,16,8
145,145,16,8
146,146,16,10
147,147,16,8
148,148,16,13
149,149,16,12
150,150,16,11
151,151,16,12
152,152,16,9
153,153,16,11
154,154,16,11
155,155,16,10
156,156,16,15
157,157,16,13
158,158,16,11
159,159,16,11
160,160,16,12
161,161,16,11
162,162,16,8
163,163,16,8
164,164,16,10
165,165,16,12
166,166,16,13
167,167,16,12
168,168,16,12
169,169,16,13
170,170,16,8
171,171,16,13
172,172,16,12
173,173,16,15
174,174,16,8
175,175,16,10
176,176,16,11
177,177,16,15
178,178,16,12
179,179,16,8
180,180,16,10
181,181,16,9
182,182,16,9
183,183,16,8
184,184,16,9
185,185,16,8
186,186,16,13
187,187,16,8
188,188,16,11
189,189,16,8
190,190,16,12
191,191,16,11
192,192,16,12
193,193,16,12
194,194,16,7
195,195,16,9
196,196,16,11
197,197,16,14
198,198,16,16
199,199,16,16
200,200,16,8
201,201,16,8
202,202,16,15
203,203,16,13
204,204,16,10
205,205,16,14
206,206,16,10
207,207,16,12
208,208,16,9
209,209,16,8
210,210,16,10
211,211,16,11
212,212,16,11
213,213,16,9
214,214,16,11
215,215,16,11
216,216,16,11
217,217,16,12
218,218,16,11
219,219,16,15
220,220,16,12
221,221,16,14
222,222,16,12
223,223,16,13
224,224,16,14
225,225,16,10
226,226,16,8
227,227,16,8
228,228,16,10
229,229,16,9
230,230,16,10
231,231,16,11
232,232,16,8
233,233,16,9
234,234,16,11
235,235,16,9
236,236,16,11
237,237,16,13
238,238,16,11
239,239,16,11
240,240,16,15
241,241,16,12
242,242,16,11
243,243,16,13
244,244,16,12
245,245,16,14
246,246,16,10
247,247,16,11
248,248,16,8
249,249,16,13
