,Generation,Father,Mother
0,0,13,11
1,1,13,13
2,2,13,13
3,3,13,13
4,4,13,8
5,5,13,9
6,6,13,8
7,7,13,11
8,8,13,10
9,9,13,13
10,10,17,13
11,11,17,13
12,12,17,16
13,13,17,9
14,14,17,9
15,15,17,8
16,16,17,16
17,17,17,14
18,18,17,13
19,19,17,12
20,20,17,16
21,21,17,15
22,22,17,9
23,23,17,17
24,24,17,17
25,25,17,13
26,26,17,12
27,27,17,16
28,28,17,16
29,29,17,16
30,30,17,17
31,31,17,13
32,32,17,13
33,33,17,16
34,34,17,15
35,35,17,11
36,36,17,15
37,37,17,14
38,38,17,14
39,39,17,17
40,40,17,13
41,41,17,13
42,42,17,6
43,43,17,8
44,44,17,9
45,45,17,11
46,46,17,11
47,47,17,13
48,48,17,17
49,49,17,13
50,50,17,8
51,51,17,10
52,52,17,13
53,53,17,12
54,54,17,11
55,55,17,11
56,56,17,11
57,57,17,14
58,58,17,14
59,59,17,13
60,60,17,13
61,61,17,17
62,62,17,12
63,63,18,17
64,64,18,12
65,65,18,11
66,66,18,13
67,67,18,13
68,68,18,15
69,69,18,18
70,70,18,12
71,71,18,12
72,72,18,13
73,73,18,16
74,74,18,12
75,75,18,8
76,76,18,16
77,77,18,13
78,78,18,13
79,79,18,14
80,80,18,12
81,81,18,15
82,82,18,15
83,83,18,18
84,84,18,13
85,85,18,8
86,86,18,8
87,87,18,11
88,88,18,13
89,89,18,15
90,90,18,15
91,91,18,15
92,92,18,11
93,93,18,16
94,94,18,13
95,95,18,15
96,96,18,13
97,97,18,8
98,98,18,14
99,99,18,7
100,100,18,9
101,101,18,10
102,102,18,12
103,103,18,15
104,104,18,12
105,105,18,9
106,106,18,9
107,107,18,10
108,108,18,12
109,109,18,8
110,110,18,8
111,111,18,11
112,112,18,10
113,113,18,12
114,114,18,11
115,115,18,11
116,116,18,13
117,117,18,11
118,118,18,13
119,119,18,13
120,120,18,16
121,121,18,13
122,122,18,12
123,123,18,16
124,124,18,12
125,125,18,16
126,126,18,10
127,127,18,13
128,128,18,13
129,129,18,13
130,130,18,8
131,131,18,14
132,132,18,18
133,133,18,12
134,134,18,13
135,135,18,11
136,136,18,15
137,137,18,16
138,138,18,18
139,139,18,15
140,140,18,13
141,141,18,18
142,142,18,13
143,143,18,13
144,144,18,13
145,145,18,13
146,146,18,13
147,147,18,18
148,148,18,12
149,149,18,12
150,150,18,11
151,151,18,11
152,152,18,12
153,153,18,10
154,154,18,16
155,155,18,15
156,156,18,9
157,157,18,12
158,158,18,11
159,159,18,13
160,160,18,8
161,161,18,9
162,162,18,16
163,163,18,11
164,164,18,18
165,165,18,9
166,166,18,12
167,167,18,18
168,168,18,15
169,169,18,8
170,170,18,13
171,171,18,12
172,172,18,9
173,173,18,13
174,174,18,10
175,175,18,11
176,176,18,15
177,177,18,12
178,178,18,15
179,179,18,17
180,180,18,14
181,181,18,14
182,182,18,7
183,183,18,16
184,184,18,13
185,185,18,9
186,186,18,13
187,187,18,9
188,188,18,15
189,189,18,11
190,190,18,13
191,191,18,13
192,192,18,13
193,193,18,9
194,194,18,14
195,195,18,13
196,196,18,11
197,197,18,12
198,198,18,11
199,199,18,13
200,200,18,9
201,201,18,13
202,202,18,11
203,203,18,11
204,204,18,12
205,205,18,13
206,206,18,16
207,207,18,16
208,208,18,15
209,209,18,18
210,210,18,8
211,211,18,15
212,212,18,16
213,213,18,15
