,Generation,Father,Mother
0,0,15,9
1,1,15,10
2,2,15,13
3,3,15,15
4,4,15,13
5,5,15,13
6,6,15,13
7,7,15,13
8,8,15,13
9,9,15,13
10,10,15,10
11,11,15,15
12,12,15,15
13,13,15,15
14,14,15,11
15,15,15,11
16,16,15,12
17,17,15,14
18,18,15,12
19,19,15,10
20,20,15,12
21,21,15,12
22,22,15,15
23,23,15,13
24,24,15,9
25,25,16,15
26,26,16,12
27,27,16,13
28,28,16,12
29,29,16,10
30,30,16,16
31,31,16,12
32,32,16,16
33,33,16,11
34,34,16,11
35,35,16,13
36,36,16,15
37,37,16,16
38,38,16,16
39,39,16,16
40,40,16,13
41,41,16,14
42,42,16,12
43,43,16,11
44,44,16,11
45,45,16,11
46,46,16,12
47,47,16,12
48,48,16,11
49,49,16,13
