,Generation,Father,Mother
0,0,15,13
1,1,16,15
2,2,16,16
3,3,16,15
4,4,16,16
5,5,16,14
6,6,17,16
7,7,17,15
8,8,17,15
9,9,17,17
10,10,17,16
11,11,17,15
12,12,17,11
13,13,17,16
14,14,17,16
15,15,17,12
16,16,17,16
17,17,17,16
18,18,17,15
19,19,17,15
20,20,17,16
21,21,17,13
22,22,17,16
23,23,17,15
24,24,17,13
25,25,17,15
26,26,17,13
27,27,17,15
28,28,17,12
29,29,17,12
30,30,17,15
31,31,17,16
32,32,17,15
33,33,17,15
34,34,17,15
35,35,17,14
36,36,17,15
37,37,17,15
38,38,17,16
39,39,17,13
40,40,17,11
41,41,17,15
42,42,17,15
43,43,17,15
44,44,17,15
45,45,18,17
46,46,18,16
47,47,18,15
48,48,18,13
49,49,18,13
