,Generation,Father,Mother
0,0,9,7
1,1,9,9
2,2,13,9
3,3,15,13
4,4,15,14
5,5,15,12
6,6,15,15
7,7,15,15
8,8,15,9
9,9,15,8
10,10,15,10
11,11,16,15
12,12,16,9
13,13,16,12
14,14,18,16
15,15,18,12
16,16,18,16
17,17,18,12
18,18,18,16
19,19,18,16
20,20,18,14
21,21,18,15
22,22,18,9
23,23,18,18
24,24,18,15
25,25,18,15
26,26,18,18
27,27,18,16
28,28,18,12
29,29,18,15
30,30,18,13
31,31,18,10
32,32,18,15
33,33,18,9
34,34,18,16
35,35,18,16
36,36,18,16
37,37,18,16
38,38,18,16
39,39,18,16
40,40,18,10
41,41,18,11
42,42,18,15
43,43,18,9
44,44,18,10
