,Generation,Father,Mother
0,0,10,8
1,1,13,11
2,2,13,9
3,3,15,13
4,4,16,15
5,5,16,16
6,6,16,14
7,7,16,12
8,8,16,12
9,9,16,13
10,10,16,11
11,11,16,12
12,12,16,13
13,13,16,12
14,14,16,15
15,15,16,15
16,16,16,11
17,17,16,13
18,18,16,15
19,19,16,9
20,20,16,11
21,21,16,13
22,22,16,12
23,23,16,13
24,24,16,13
25,25,16,10
26,26,16,16
27,27,16,15
28,28,16,11
29,29,16,16
30,30,16,9
31,31,16,16
32,32,16,13
33,33,16,13
34,34,16,13
35,35,16,15
36,36,16,16
37,37,16,14
38,38,16,14
39,39,16,16
40,40,16,16
41,41,16,15
42,42,16,16
43,43,16,16
44,44,16,16
45,45,16,16
46,46,16,10
47,47,16,12
48,48,16,13
49,49,16,13
