,Generation,Father,Mother
0,0,11,9
1,1,15,13
2,2,16,15
3,3,16,12
4,4,16,13
5,5,16,13
6,6,16,12
7,7,16,11
8,8,16,16
9,9,17,16
10,10,17,11
11,11,17,12
12,12,17,8
13,13,17,12
14,14,17,16
15,15,17,13
16,16,17,15
17,17,17,11
18,18,17,11
19,19,17,10
20,20,17,15
21,21,17,12
22,22,17,14
23,23,17,15
24,24,17,17
25,25,17,13
26,26,17,12
27,27,17,12
28,28,17,11
29,29,17,12
30,30,17,16
31,31,17,10
32,32,17,11
33,33,17,13
34,34,17,15
35,35,17,16
36,36,17,16
37,37,17,15
38,38,17,13
39,39,17,12
40,40,17,16
41,41,17,9
42,42,17,15
43,43,17,15
44,44,17,11
45,45,17,13
46,46,17,11
47,47,17,14
48,48,17,15
49,49,17,12
